MFR,meter_id,RUN_STATUS,RUN_YEARS,COMM_TIME_LOC,COMM_TIME_DIST,CPU_RATE,CPU_RATE_AVG,DISK_RATE,DISK_RATE_AVG,TEMP_ERR_RATE,ONLINE_DUR,ONLINE_TIME,SIG_STR,ONOFF_NUM,ONOFF_30D_NUM,OFFSET_TIME,FLOW_STAT,METER_NET_RATE,CUST_NUM_FLAG,COLL_FAIL_RATE_7D,METER_FAIL_RATE,POWEROFF_NUM_30D,TASK_SUCC_RATE,,is_removed
鼎信,TERM_00372,0,0.5,16.328005613040226,8.832807694962256,9.58903614017065,3.4413564561194923,49.78191588215728,45.456085096620406,0.05261951678123509,8062.250278612556,64936.92990848685,-70.00591792,44,10,14.46355977579734,0.8335502834190239,0.02648064494040846,1,0.03144825892261125,0.018608450873131708,6,0.8830705489477999,0,0
华为,TERM_00373,0,2.2976945644758553,15.745941771763409,55.57267946460992,17.465376393674497,7.4713078387513585,52.03979273794363,55.89709184612203,0.0058906517479834115,7623.493857835357,57263.5062567346,-52.55238135,47,14,22.954813399585618,0.9129067966152294,0.10121521207086379,0,0.04726844956234032,0,0,0.8314318839697326,0,0
林洋,TERM_00374,0,3.880439678206981,21.601148015968413,35.31023042840159,30.38520036393352,26.452829993575886,35.46516625903196,34.44691456895934,0.025081242643588273,6562.78835940266,43905.29948540012,-82.21193972,110,15,55.345515617613415,0.8154912919013296,0.041656185811711884,0,0.16133596069686426,0.1078470615059991,8,0.8197675031802756,0,0
林洋,TERM_00375,0,3.320507128396163,24.35710618862518,42.418872023049204,27.606895377099892,25.853167875956196,35.168084951021285,29.725821866240533,0.0192518836764878,5542.125544626567,61608.63984518655,-63.36660201,136,19,188.54255117797206,0.6358604814265925,0.06992572395382504,0,0.1645781441231065,0.07915142624067832,17,0.9372561519037698,0,0
林洋,TERM_00376,0,0.5,1,77.79028265685766,26.48011051501951,21.243541055022938,32.25307829359314,29.00125698949577,0.040611214222332576,6830.271537407618,60619.707224943515,-64.16283451,58,13,80.65831984665313,0.7397174156967167,0,0,0.01876292313129721,0.033420810158618294,6,0.909404031977531,0,0
华为,TERM_00377,0,5.777394158708121,42.57132144357834,46.07416213754687,39.4756695736094,39.77238229041315,48.40968936594805,46.60248141296401,0.03939825383496547,6082.6188883972245,53697.568435730216,-55.25193011,100,7,119.77904818781182,0.7278652720132388,0.11837373266878454,0,0.10082747870274887,0.01926338252238243,8,0.8311194868198815,0,0
林洋,TERM_00378,1,8.046547413409218,118.5482339337616,97.74373436770294,56.08032348286537,49.89333784903715,74.72917975751871,70.61458352484807,0.21113677324527325,740.3154049513314,2867.9102910644588,-130,424,77,494.4022131343694,0.08900441564686801,0.12702246350631188,0,0.23553249324300837,0.20192135394504074,39,0.6019218274695872,1,1
鼎信,TERM_00379,0,7.520939211656579,90.13941023579959,60.295472121717516,52.252547216793886,49.555376609801606,88.76340476270808,81.99126064657891,0.04270888571846451,3011.1145325955804,31692.629240512237,-82.15002686,260,40,298.9406573256787,0.44342043454357566,0.12556162073829694,0,0.22544781705376446,0.1526952905759803,18,0.7694340812768019,0,0
林洋,TERM_00380,0,13.319184024231006,71.27600667833016,119.05238586327323,55.681360272665465,42.77264420849275,63.9439685504749,54.49950083714063,0.11200448295137175,121.12938527928054,0,-122.732158,394,74,491.5583760137497,0.26511635322766874,0.14449267202692415,0,0.18385847928965304,0.20247560035019982,31,0.5367635036227261,1,1
林洋,TERM_00381,0,6.008619573944652,78.0851223776874,124.04463048493155,58.23568538826941,64.4478411755741,66.99741566510515,62.67134687692182,0.1346956436283102,88.25952576641794,7503.870533776609,-121.5460977,391,71,388.5378113960357,0.21102499478134173,0.13809787822505742,0,0.27090913516988624,0.19642464125441703,32,0.5946316605899961,0,0
中兴,TERM_00382,0,3.3181637355574876,49.16804351713401,33.09143941080202,25.159116585784492,19.021219989025276,59.651285451883645,53.91598286636987,0.0512861624937235,6252.764657337879,68687.86571743019,-51.65694424,106,15,27.802262001013084,0.7396929503623076,0.02092684239968622,0,0.06753361286808478,0.09045825409911237,13,0.8222781287141917,0,0
华为,TERM_00383,0,1.8018638962901878,27.94989129724612,17.03891241064681,23.755594216754094,16.314662326406197,38.59575529419787,33.617399416443654,0.03152172934910048,7538.062881200701,67976.13513416129,-50.33675861,0,7,0,0.830553825558357,0,0,0,0.06961836748566501,0,1,0,0
林洋,TERM_00384,0,4.238253313394932,68.74151591170886,68.87060942717169,51.00923074128738,44.68047453684816,47.48113369175115,48.757100433505244,0.10598245950327892,2822.3868805393595,31951.79810060675,-110.2091185,354,63,328.36233014248626,0.2511314811129247,0.14822793438256732,0,0.2537149199904556,0.14339105877925992,26,0.710483424631167,0,0
林洋,TERM_00385,0,7.171553936905227,50.762552719141276,61.42137533415726,44.91366970616173,35.16974927827697,55.726445500122686,49.24061897117677,0.0897989136659118,3568.42592911723,36043.50966238116,-85.52589909,207,49,257.6978706042199,0.5494087634690022,0.07075349370691547,0,0.0695467487213641,0.1266622338648331,16,0.7681727365840307,0,0
中兴,TERM_00386,0,1.1321562758507437,38.439407126385106,45.70237400353002,20.463032153903846,9.620449389977415,42.4305958550368,36.18180935976977,0.015082780286342818,8343.55860607589,67979.41238923001,-45,2,0,40.83948799787488,0.9138332529922494,0.053178034338947106,0,0,0.07337611682214581,7,0.9371592983669792,0,0
华为,TERM_00387,0,0.5,18.293624844535223,64.96143588537264,5,3,38.777742490646546,34.91720788728143,0.0702597463607938,6478.032981697203,56832.70221823257,-63.89422088,92,13,20.456269300478326,0.7806299210900417,0.09698456499316666,0,0.025494138399263983,0.026872990345850882,12,0.8220577157385193,0,0
威胜,TERM_00388,0,4.003761040531895,27.347432176974944,24.083108131258143,24.841052974905445,20.411631725572196,43.01994967079981,53.77510004270779,0,7063.215267578338,70553.54455635909,-54.8773918,0,0,0,0.897122163610635,0.06997061248919463,0,0.08248669015774157,0.0346851973592586,0,0.9752312157292378,0,0
中兴,TERM_00389,0,2.199089080460255,36.32192885326306,59.704898762957406,10.607931766110617,6.7273101584551265,97.27821240842961,36.085482876461,0.019006115447631755,40.12105776590224,59428.74638683088,-123.0404727,583,12,88.54791285570435,0.6880973451835048,0.002757231396998877,0,0.04064894222483928,0.018003154197329837,9,0.9860229138439401,0,0
林洋,TERM_00390,1,7.053733896206451,90.24772626009894,81.10769252732743,54.914716140462346,49.7450049260078,65.21412276671013,66.76537880419512,0.1698772832726431,216.80620928619487,0,-116.6766392,378,73,509.76078275825637,0.10905927165515225,0.1754976856344904,1,0.20221712567617606,0.18775282514083994,32,0.571130806321232,0,1
鼎信,TERM_00391,0,1.432421055542986,56.08847328252984,31.08553088809009,14.7400812972156,9.32464128146808,62.65329414049073,55.859334051454184,0.10571525313328767,6284.2483552419035,39408.1046528357,-90.8157152,145,33,172.38518320673765,0.7137588391922882,0.06796856867520398,0,0.13080570215886753,0.12255773657936972,9,0.8730502436284798,0,0
林洋,TERM_00392,0,7.308108077773922,51.96751098257377,35.015996043462096,51.56639796772734,40.55101791394503,42.8949327256747,37.529003607146535,0.05389544918508282,4625.421568465186,41844.805641968895,-83.44580152,189,46,195.96971845832226,0.5451002201677152,0.08395316839041515,1,0.08453448038716119,0.07558601491509981,29,0.7871081831618439,0,0
华为,TERM_00393,0,0.5,13.273189048205621,9.931654989262599,24.076200776181704,16.6393560527815,40.01866923188088,27.145684452748505,0.019817682449117354,7067.810342020058,69683.11989968535,-52.32508056,0,0,0,1,0.04737538125241768,0,0.05268330524103614,0.05603331414946453,0,0.9053678369622152,0,0
中兴,TERM_00394,0,2.846218497252013,30.23735285699008,11.655358409019323,22.450467581372383,18.256840550387892,33.403702448842914,39.686479549732,0.016346556607123308,7203.404316383238,69972.49455528383,-61.43718097,1,12,64.10251163192476,0.8190407548711424,0.05229571793170951,0,0.07240404678632377,0.02453759565444324,6,0.9510244574088713,0,0
华为,TERM_00395,0,11.373695016605136,24.14541442196122,55.67988057160806,47.36664367953211,39.6729378902587,98.62141448229961,28.419622655653875,0.7430029465552507,9.750343627461532,42306.26511892301,-119.0825097,509,46,153.68993846002263,0.7371071003967852,0.5950740431386744,1,0.1282063533318971,0.12505015115603796,13,0.7288119011887667,1,1
中兴,TERM_00396,1,8.292097845278525,95.21848283531043,79.55111910953802,61.98638032743136,58.447223586667484,71.59760071448959,70.5505641832488,0.09281727753885323,856.4269858932782,0,-112.6488025,382,65,451.0302912094093,0.30931699460214523,0.18131575583187498,1,0.15960402205348176,0.2336857690326135,27,0.5487394035888887,1,1
威胜,TERM_00397,0,6.014962601071096,80.90861960818643,119.94579441877707,48.359686523932425,42.68363895828166,78.23587026606938,64.24292078269721,0.09539865140668471,3945.8813262104914,24226.878471354805,-97.99581753,284,68,305.61103852077747,0.28093349758208536,0.14213913466594433,0,0.22701070825918543,0.11594004252773157,19,0.7989557384034506,0,0
林洋,TERM_00398,1,5.127475649970151,76.41715046465586,68.3478754493984,61.02765091459708,55.313049753310196,67.59477348755462,58.74116253968944,0.12530646776004292,258.41540718436346,4613.236679793632,-130,371,70,493.3913666448334,0.09093357457793083,0.18525161410813565,0,0.296895882971463,0.20953749082063697,35,0.5985077659656759,0,1
华为,TERM_00399,0,4.796279829449404,53.37578097856307,86.81999726354104,43.68262198849778,39.718965754148854,43.462474052612265,40.9373320875012,0.0933162793900766,2425.8653408134633,21552.24989338143,-109.0611724,252,50,311.80772880000166,0.32865348472745354,0.11823859393392573,0,0.21501641845223954,0.17361183067374836,17,0.7756096618246053,0,0
华为,TERM_00400,0,2.8687470665034818,17.552601676730276,60.391440604003336,13.996168242653896,11.421883720895085,40.645018848666076,34.67915260747745,0,7551.809250016893,66743.24553558895,-58.87843649,37,14,14.702298224339728,0.6850912652695174,0.004322633725901595,0,0.0819205956145555,0.024632760787467865,0,0.9098751888451415,0,0
中兴,TERM_00401,0,0.890250802535721,19.883127593657505,27.289663728386827,28.16054611689846,26.70065209623714,27.22740737556429,24.90748099438365,0.07239037333569288,8760,72159.63833340592,-49.80331921,13,7,0,0.9276489054279654,0.044673506973641766,0,0.025727658543535356,0.03919122518908731,4,0.8189816707597982,0,0
华为,TERM_00402,0,3.2034508522247633,33.719758763177765,25.85908678834578,25.421655322742374,30.336868114494987,50.77865626969056,58.395756396534686,0,7237.6408069956915,54033.96579361634,-70.95592545,85,13,102.44906889357136,0.8151400951089812,0.011474684853493629,0,0.13202019701193324,0.011090543085611214,7,0.9316009933870524,0,0
中兴,TERM_00403,1,8.658591742370715,109.98543983174459,93.44889211797695,43.50019996674119,42.819109482575485,65.5901861720678,63.61786538598578,0.1557923214468432,414.04364351129044,2407.713159447765,-110.1599701,356,71,473.9751581989698,0.1639052305753835,0.21031306450780596,0,0.18124130535611174,0.25482346731521116,31,0.6396321890632675,1,1
中兴,TERM_00404,0,4.667727556456551,56.6160528988253,37.03784591178448,32.21883658048336,19.81661695536978,24.414220408045125,16.721749826825558,0,6960.465515560237,61692.436671053605,-64.25611824,110,8,140.06236216787016,0.638922932599268,0.06385271108286293,0,0,0.03437026381289357,5,0.8412257514430533,0,0
华为,TERM_00405,0,0.5,34.09484286629473,9.783348799401136,21.253541136342953,10.83423044606101,40.89609129439591,31.987926304238158,0,8760,63979.627472172375,-58.01815563,33,3,45.0494614620912,1,0,1,0.08500858584505165,0.015514460745168978,0,0.9966988319779073,0,0
威胜,TERM_00406,0,10.42503568042746,81.66968691142642,107.81880243873171,67.79900109001242,61.42576713234768,67.01416491259774,57.422089104676964,0.13384223930505013,875.5165617000006,9787.419442164626,-107.1611045,362,68,410.00890819182865,0.06555736236189696,0.18921018683399365,0,0.14796312962520747,0.16991017168101757,42,0.697508539538213,1,1
鼎信,TERM_00407,0,8.130724213210675,64.1903659995998,67.45720699457996,55.34495986062629,46.530374740771755,61.048330369380736,53.48248915027922,0.14692586484817405,960.3164092763005,13541.663857514297,-105.7072576,391,62,423.9979635186993,0.13022787380145345,0.14790155517155032,1,0.2565399568282944,0.1718356958608634,25,0.6217780491049437,1,1
华为,TERM_00408,0,3.8746684368612283,67.09568795390855,76.21217154658333,23.06648091072737,20.018965213135594,35.562538263116224,28.249653104135177,0.021537987552278474,5624.945344293662,42829.41637481129,-68.32433197,77,24,194.36879752056026,0.720595338714398,0.09327548705956032,0,0.04206750718181149,0.08975476427750045,17,0.894630236599774,0,0
中兴,TERM_00409,0,8.71706894898708,75.58428224077345,108.69451743169842,39.56387489957399,37.046836655525496,82.54083106811584,78.25432146636321,0.09535619168313908,1473.5555511939824,10709.005356017846,-102.6700784,402,71,414.07983465780217,0.24757161143447853,0.14886566932321596,0,0.24201160560914,0.1854306911986092,19,0.6645045451917799,1,1
威胜,TERM_00410,0,6.763151253683107,38.39607395866548,35.43942058042565,38.21462066814372,30.797057725460796,37.56864565574634,35.73858639487272,0,7171.975394419061,55668.311848642625,-76.4983134,66,26,113.45798716865275,0.6888662554722393,0.0597236414895892,0,0.04495975676374254,0.02315244463104444,12,0.8825734218634814,0,0
中兴,TERM_00411,0,2.920457456378754,65.32655792107951,97.38385575785229,40.0145915182749,40.96296750920001,61.92911776042098,59.54184150723768,0.08827375552844087,3760.897990734871,32966.32793080791,-94.21406552,217,44,234.48925199039581,0.4939267392804185,0.11088925105840065,0,0.15862105320659853,0.07489294163006867,23,0.7335581142842753,0,0
中兴,TERM_00412,0,2.948276866238104,35.92926418030006,36.84338142665905,95.39345923648162,23.919038160478287,99.85662501308093,33.66271464151356,0.6653716508815227,49.158628040631825,47841.89071931473,-116.3994582,427,17,105.41580428447385,0.7388444747064602,0.6764105741978264,0,0.7383241083259621,0.10953489204132257,3,0.19811452626575557,0,0
鼎信,TERM_00413,1,4.251061549702628,105.15139897604624,119.68392274129491,53.03407224334622,38.974932531068234,75.75071148888449,71.95770501875359,0.18443124343272962,1120.1706856431301,2613.502301896257,-110.9729016,352,72,482.15047396481356,0.21838078562314642,0.1851132399336503,0,0.2098495073291491,0.22929504329410302,31,0.6815250807725194,0,1
中兴,TERM_00414,0,9.5125919573738,75.77715396838782,103.76681874157215,58.356052658471434,46.21166288582722,60.00765906103138,70.22170090870219,0.07327904536312661,2618.129473150791,18460.88815361882,-95.34171678,300,51,373.4322686783615,0.24331046767760317,0.12655774710466478,0,0.25010722057210194,0.10679154006233048,30,0.7244346225252505,1,1
华为,TERM_00415,0,2.980256649075474,39.87150617094616,36.76049988478671,26.655574701948286,27.14177545974577,37.801112088997634,28.466524289341564,0.03633788149722445,7326.170680549625,70786.96014190208,-53.32605059,59,9,29.509420870472503,0.8657295936000481,0.0680909562836497,1,0.046542866836300885,0.044847126278066425,0,0.9720057521278208,0,0
威胜,TERM_00416,0,6.533189453699495,80.28273070300412,73.96934019896048,59.390304582149255,58.73944950914942,53.521536477299534,48.30041795231387,0.16348533503030524,2262.5216919434165,19005.81983673566,-95.64118785,323,65,394.12573713630337,0.3740438969882959,0.13674620165170487,0,0.20303505044351766,0.18213583440613218,29,0.6581558763285059,0,0
华为,TERM_00417,0,1.0557553808626337,19.86965533592267,42.82000225297769,22.212089220035647,19.725348308052254,40.50051921687069,24.788864598174854,0.012940926476328198,7884.743831892563,66176.66730477799,-54.33736579,0,0,19.56399430488107,0.8151481271902365,0.018989963969946864,1,0.07882276537032709,0.08302816260439486,0,0.9730063115068741,0,0
华为,TERM_00418,0,2.297443948359352,60.449467603653936,94.22122755383276,35.78512602031722,30.839824733196842,68.71957759616345,61.42209608274967,0.03496246765553875,3773.1899278508668,29185.947480802824,-94.55943391,192,54,262.3042862044783,0.4463130658203425,0.058427720441728115,0,0.20616214219330564,0.10690599363369477,25,0.7358873183116177,0,0
华为,TERM_00419,0,13.729338260055547,33.92043038826761,43.3594582750899,42.78063845647424,37.26505439319821,32.0832249599345,21.69041973559492,0.05171013556646239,6309.191531126598,56271.59458016668,-64.30454388,68,19,99.02571126228237,0.7255225850547007,0.03757863833677097,0,0.07405802988336449,0.08884363739361732,17,0.9090723548363455,1,1
鼎信,TERM_00420,0,5.7025112948600345,18.46157436174046,52.570294233879736,27.000665985414237,24.68366315255096,35.54009655265504,26.16096066102481,0.03806218088826637,6002.0178780907,50788.76495450178,-71.67080044,144,18,145.50499938827198,0.5683327304935883,0.0846251679149265,1,0.024389953851925862,0.08738135330725502,4,0.7912283996779673,0,0
中兴,TERM_00421,1,6.899202608611361,72.48789482771335,115.50506305013305,65.00682304879868,60.889206261196136,98.19588961176844,86.08130352083185,0.14375110093889978,184.26870255039913,0,-105.2849854,393,73,542.298469221483,0.15194284050815826,0.2078195756596322,0,0.24415192872325378,0.17291959493361106,37,0.54323351005778,0,1
华为,TERM_00422,1,8.508392941968953,99.33841526908797,106.91648151433866,67.66240862269247,69.2010221575734,59.09908270899845,45.98635478554032,0.19404175016714728,15.409258766970424,3731.6053761590765,-106.0816528,334,74,454.64160449209106,0.14837617882129947,0.20854175149777265,0,0.18425691911717,0.1851139108964896,40,0.5535649578719961,1,1
威胜,TERM_00423,1,5.546457626421722,69.92729533528153,130.3221565762392,59.37462389633257,50.968404153861954,63.86316205170686,59.597017197634415,0.1491829666481219,732.0932498700035,4312.978448757177,-111.7747243,460,84,512.3162102723783,0.2332117285287831,0.1960958043001297,0,0.24274692609160187,0.17442125171597936,25,0.6053038432781909,0,1
中兴,TERM_00424,0,2.878384642977429,16.18324286448988,67.25286972761272,12.377982531107905,7.467959840382208,49.96029998235318,49.22229850240604,0.02989615678521522,7938.234824052535,71957.90676326357,-67.3009404,62,0,57.470247215927756,0.8726188143584755,0.03332924330255882,0,0.022997804961828672,0.03659570233358619,7,0.8278202341767149,0,0
威胜,TERM_00425,0,6.426652862433661,62.77692006359086,58.59124968533028,48.01956971596148,47.47124629087183,78.40249671393332,68.77331250700536,0.10719541854323279,2047.9342655729515,16665.247649515073,-118.1084272,306,69,425.9281497317568,0.2661237084274014,0.2138066330130125,0,0.1562545818705839,0.12414004255552057,32,0.6803952803428306,0,0
鼎信,TERM_00426,0,0.8911240573189319,13.539643917022925,17.098056684212175,25.6491383664201,21.471229302045483,10.921883298192192,8,0.002392383438180332,6928.4706090733325,65952.7639850154,-65.89733478,0,0,0,1,0,0,0,0.01450305995426256,4,0.9786267312914985,0,0
威胜,TERM_00427,0,5.90138100912537,76.4934359328552,76.74700877658537,57.883403701678986,56.24920037815055,72.06549688671294,67.73201539289462,0.16134065121205474,1117.5279579913645,15601.306163697811,-108.1285416,332,67,423.5876576360513,0.17640105458871191,0.20804785508338228,1,0.26597096976839735,0.16053347294286782,21,0.5685241389691135,0,0
威胜,TERM_00428,0,4.093690556697286,45.22108613821554,53.50585929433156,48.299359799103506,46.59246884284725,48.707248607847355,46.52400158103761,0.07671900798879588,4150.845445640048,33476.49256778199,-76.69376005,199,37,199.65888877118428,0.4476490103942483,0.0740731415634859,0,0.11547101649377814,0.039216003378854225,20,0.7731104632077181,0,0
中兴,TERM_00429,0,2.670958711604417,1,8.682801218855746,29.763078716224214,22.6388738024071,34.07408509507785,33.11646802473096,0.020834322001972386,7843.281391674667,71150.5252589403,-58.51669696,17,22,0,0.896791325088886,0.03200002764500667,0,0.015218622396423034,0.032174249981604536,0,1,0,0
威胜,TERM_00430,0,0.5,17.808466642891567,4.968168508169988,12.714188473687786,3,46.946947923119716,35.819339517616946,0.04121620744826246,7516.409812896487,66365.0790007701,-60.71976437,0,0,20.7856774933623,0.8774623221376108,0,0,0.05336827767664466,0.041843024057044736,0,0.9250843602401787,0,0
华为,TERM_00431,0,1.4206574345875786,5.807079284240718,30.161004525470105,31.658001347699127,22.91908614910562,31.61350157525579,22.9780177455095,0.059286947417199864,7274.590642944371,72401.02691657412,-54.34659045,45,8,4.545433366309482,0.8905581252635243,0.04592011474404097,0,0.09616725607231008,0,4,0.898662002211662,0,0
林洋,TERM_00432,0,2.4991555494672917,17.000879379545296,28.145485319356766,15.533010979399057,5.114178795211614,33.15511512138853,21.49587725045562,0,7687.643035880197,56411.49280857768,-67.3527463,94,3,57.660546234981,0.791311615043833,0,1,0.02724000952807611,0.036920725100271945,8,0.8984816189240115,0,0
威胜,TERM_00433,0,0.893152994184125,37.42777366095558,34.18847368966934,28.36976985915895,14.089846120843173,34.94465810128514,25.50903287754428,0.007893141038394027,7081.1149957310845,66893.67699466227,-58.74167729,39,20,15.064956303744268,0.7605843816622191,0.006108049793734763,0,0.09666765119238083,0,3,0.9769953876245364,0,0
中兴,TERM_00434,0,5.597512707629775,44.86023550656161,41.60266917979301,45.38848709780946,45.84729391831673,36.773643717454306,27.035026998162405,0.0748009429706343,7174.476239105521,56037.26166308919,-66.72315852,47,8,61.88095707954146,0.854404999485094,0.04370559533795172,1,0.06302579646315691,0.050740194903012945,8,0.839905994628797,0,0
鼎信,TERM_00435,0,2.7160844556103676,23.625927014017748,45.04155725296976,35.80873115692763,21.378616122585978,50.11881490749934,42.060113807473115,0.11635584136042147,4849.0754606225555,49623.72660656257,-81.88333273,185,36,189.75143063330907,0.6321902908103622,0.05625477830074273,0,0.18045867299728446,0.11496572771555194,11,0.8611665942276744,0,0
鼎信,TERM_00436,1,6.591683267474417,108.81477256529314,126.47223656845054,43.07533708017621,47.38263820357253,80.8756913180006,74.36707080315963,0.1327108992804832,0,7078.923241554746,-114.6992638,312,78,421.0739555871776,0.3335260259552305,0.16656485979257038,0,0.27785230146564277,0.1726433169826831,26,0.6447355354244182,0,1
威胜,TERM_00437,0,5.983558670484439,75.94394162676083,75.85074811233099,53.732956358367574,46.09401970031488,71.07313814986631,66.76122510540537,0.1453304946194498,952.5851731166658,8831.824333022341,-106.9524953,341,64,419.4619133123567,0.08999848994024502,0.1799884416991144,0,0.21528062503299406,0.1747122370016738,32,0.6314916625580566,0,0
中兴,TERM_00438,0,7.337126124424424,41.77791811722285,86.19002317811862,54.99474161462044,48.60296503352446,50.2678911436841,40.19475079417183,0.0821217005802258,4897.133696861491,39944.93679601692,-95.74636271,210,38,215.78292326481323,0.708587368698098,0.061648858419574584,0,0.13786333030997958,0.16259358915030223,22,0.7771553727113722,0,0
华为,TERM_00439,0,5.346778408633383,35.99508479012016,70.98569804908176,35.126029279267975,22.55156178388649,55.14884094320853,49.310419650165905,0.07576836758352841,4435.66182883892,35294.28834063001,-80.9270252,214,39,199.26133129210106,0.5877441536731434,0.09936287983455043,0,0.09025509397745528,0.0731739644248991,21,0.8495170383973956,0,0
林洋,TERM_00440,0,5.802892206577248,81.596116977463,82.28048353930686,65.33448704085468,62.25732131056502,73.18067923832793,62.739727257716396,0.1389425261884466,647.7568198957554,17194.214385477277,-128.2094088,342,76,462.0645277975007,0.20711281764804107,0.1872780546905227,0,0.22746515421883123,0.14816704464904984,27,0.5892304098386019,0,0
华为,TERM_00441,0,4.118309800379349,55.07781580844366,15.42052595408695,15.406760690401075,9.102299342967083,43.45738458040738,27.926064734001656,0.06165484574298944,8112.686357639212,64495.71706729765,-62.00952189,104,6,0,0.7507516003394147,0,0,0.01372355511626297,0.03361167258027549,4,0.9434062817237721,0,0
华为,TERM_00442,0,10.900125818353393,1,60.694588116131456,18.81683109889957,14.122319275345063,29.781419263504393,28.02508648727611,0,7738.93591161011,66928.82820822018,-52.13951283,0,26,23.30352512419989,0.8137494257815784,0.034805661414784146,0,0.011563421125752687,0.09997615879717948,2,0.8579211193870443,1,1
威胜,TERM_00443,0,5.429351265129621,24.65386927240401,71.53912825746818,38.564175734586904,29.628557982985573,56.99962669632377,48.02280286648807,0.06135678775914055,3542.9754811706334,41917.03165475894,-79.79243748,240,58,299.7512724897737,0.594894544279924,0.11739838693075587,0,0.18841620629748707,0.11890564584963094,21,0.8206983161100061,0,0
中兴,TERM_00444,0,1.5973186679190496,25.358060165096507,24.674051894070153,36.36754324384214,33.77162210978777,14.469682783051272,8,0.031822982942094236,7199.407725953828,64724.89122248667,-60.43329392,15,6,24.313244169125078,0.6715543874788354,0.03652353827604375,0,0.043313665451025364,0.003684375612980642,1,0.9812049402596199,0,0
林洋,TERM_00445,1,6.716948705612891,96.6859355977769,98.51324475182665,56.49296574334488,47.37337870692438,84.41213844685555,82.77517582770497,0.131404779193154,0,2116.7361730103053,-122.5614057,379,69,445.7454821684608,0,0.1987044161913718,0,0.2587000991453704,0.21310696285442945,38,0.5884186139173566,0,1
中兴,TERM_00446,0,5.856276202817803,59.869065446647134,19.997840788615537,27.247309645646933,22.64114079383364,69.85030341588163,63.34539681024138,0.09675206719184323,3436.669964810261,32269.81302451726,-93.1269881,254,38,356.96269685190634,0.3244326302032503,0.13103990405987015,1,0.13294483312803407,0.1428398990252501,18,0.7429421680631377,0,0
中兴,TERM_00447,0,6.124949432347412,86.60042870022096,67.75869928897957,72.00639413754065,69.31630269201808,72.72572858293236,70.44259694276279,0.1579240302858676,1891.3232057608666,11677.81623183607,-117.3640764,322,65,400.4759286947582,0.33467230283079774,0.178729023834054,0,0.19885493817593292,0.18647896369273823,35,0.6855751484714006,0,0
威胜,TERM_00448,1,10.681497814026846,72.5220027452316,71.04973130752373,61.52883394080685,63.78537917230834,82.20480340614475,79.71499036520888,0.19698570827537837,149.83422068045573,2375.3517708534046,-118.2260784,369,80,428.33823626542164,0.1602770146867529,0.20605253734610648,0,0.23416882427347588,0.22217181002205985,33,0.5347506213442652,1,1
中兴,TERM_00449,0,3.0311260587802544,40.06935177642099,48.450830363016856,44.80439647948485,43.83390119503877,51.37957905156779,39.81347003276149,0.0868081942000384,4118.838573797703,33351.068908085115,-94.81717489,204,34,273.95001310804497,0.42761637164082245,0.11922399039871645,1,0.11405241181184587,0.13613190763512464,19,0.763876971059329,0,0
威胜,TERM_00450,0,8.115126663472847,66.31976986981012,98.63348570702675,32.551079790366785,28.000475392377524,49.725334690745214,50.308229396286364,0.14360590267296028,2561.130946824294,25698.632604100236,-91.83262096,257,48,298.32774325914613,0.35415169744912695,0.18056069591493165,1,0.14464067129653407,0.13046998770281476,26,0.727592070004616,1,1
华为,TERM_00451,0,1.8967868254989835,47.11496656238202,1,22.48721708523965,17.44737696093358,22.83293548448399,8,0.01574375124911321,8705.37276175426,70412.41380719164,-61.42460604,0,0,66.44723297810273,0.9018845791559867,0.06120262948558549,0,0,0.01805617898933828,2,0.8609629681540724,0,0
威胜,TERM_00452,0,3.706535759469561,43.08579341645962,11.723150544797802,28.53882142141608,25.105881684735323,52.419167751650114,45.036170708512664,0.030245146828685267,6911.033711805533,62659.50089610939,-71.18461907,71,1,131.47511446815815,0.8138530137607315,0.05432566617055125,0,0.0208671330866814,0.08296822395126463,0,0.9215063118407362,0,0
华为,TERM_00453,0,8.406246529840965,89.26734177829319,93.52669914497281,46.6466654313652,45.48022601202631,57.57349172598298,49.793195477696614,0.08402505821992451,1673.003238099448,18621.713596127876,-106.8671882,336,70,498.6418365343973,0.13141950978928935,0.15597805548301655,0,0.2160450735340992,0.10136770150929164,32,0.7532169355301581,1,1
威胜,TERM_00454,0,1.1284660371748019,4.756318996108238,37.7265166088403,25.8359148905785,17.114355951792966,31.693111715130815,22.033439231282365,0,7971.119852387054,70486.03148916323,-50.71624474,0,15,0,0.9008108484651414,0.060328962861554904,0,0,0,4,1,0,0
鼎信,TERM_00455,0,4.145593246698491,36.24365072173509,24.831466096752777,12.010469801391432,11.52651647204759,42.19516825501847,44.551540456888176,0.029956627786031243,7168.2176736323145,66588.61330378993,-59.48007799,10,0,114.10805244619249,0.7592269179260174,0.11412683542474374,0,0.12755895924128535,0.027547717716319475,7,0.802886306400623,0,0
林洋,TERM_00456,0,0.5,25.41329875101375,95.48479543699356,25.439590285338188,15.754619140737976,46.19806984737005,43.005557205481374,0.057060561441754344,4167.276294039961,43729.051653096336,-74.38332877,165,26,145.92822616933196,0.627240877197308,0.07866881014198163,0,0.04923289573756199,0.06922260976799292,17,0.8922942687457037,0,0
