通信前置节点状态,采集前置节点状态,大数据集群正常节点数,大数据集群异常节点数,大数据内存使用率,大数据容量使用率,hive运行状态,hbase运行状态,yarn运行状态,spark运行状态,zookeeper运行状态,HDFS运行状态,flink运行状态,dolphinscheduler状态,大数据角色健康数,hive小文件占比,HDFS存储使用率,swap使用率,服务器正常主机数,服务器异常主机数,服务器cpu使用率,服务器内存使用率,服务器磁盘使用率,k8s节点正常数,k8s_cpu使用率,k8s内存使用率,k8s_cpu平均负载,k8s磁盘使用量,kafka正常运行数,kafka_lag超阈值数,redis当前连接数,redis最大连接数,redis运行状态,redis内存使用率,mysql运行状态,mysql连接数,mysql最大连接数,mysql慢sql数,oracle运行状态,oracle连接数,oracle最大连接数,oracle慢sql数,nacos运行状态,nacos长连接数,es磁盘内存使用率,es运行状态,调控任务状态,数据校核任务状态,数据路由任务状态,数据入库任务状态,重点微应用正常数,重点微应用预警数,重点微应用异常数,spark计算成功数,spark计算总数,flink计算成功数,flink计算总数,重点微服务正常数,重点微服务总数,终端在线率,采集成功率,电能示值曲线完整率,功率因数曲线完整率,采集覆盖率,电流完整率,电压完整率,异常标签,采集时间
1,0,4,2,94.84128769471576,74.35631406639897,0,0,1,1,1,1,1,1,6,58.65599981707509,82.44920761116894,3.374150291736917,20,0,22.280230200769587,32.36191917620839,38.122650437910934,4,94.42806341391221,84.94712779269935,19.302831104006845,38.15713138801028,4,0,81,500,1,27.280230200769587,1,36,300,0,1,28,300,0,1,162,31.24019731494536,1,1,1,1,1,24,0,0,8,14,5,6,17,16,87.91209208030783,45.11390815949413,22.942009518290487,46.07493358579154,40.32046292949908,34.522373287504365,24.462576131401864,1,2025-02-03 20:30:00
1,0,5,2,88.2328204630727,71.67071703621808,0,1,1,0,1,1,1,1,5,58.23547812737195,65.80119305054338,0.11732526490960238,23,0,27.872781326744214,37.8479766615652,37.2296559477967,3,78.86936702212076,75.04460789621267,8.028970830390753,33.79889945284965,5,0,105,500,1,32.87278132674422,1,49,300,0,1,38,300,0,1,210,36.03381256578076,1,1,1,1,1,24,0,0,12,13,5,8,15,21,90.14911253069769,26.34939994487547,31.49241262310277,31.939028813714085,51.95239285741111,25.32829694788623,23.002506160256527,0,2025-01-29 16:20:00
1,0,6,2,76.22876652828916,72.89807136788438,0,1,1,1,1,1,1,1,6,67.48132595828845,66.94875253479631,15.560430717688742,22,0,31.70755211099546,46.176196673447976,36.57408778657136,4,91.20637121559827,87.66116677195491,16.557190721969338,33.69003594340959,4,0,121,500,1,36.707552110995465,1,58,300,0,1,46,300,0,1,243,39.32075895228182,1,1,1,1,1,20,0,0,14,8,9,8,17,16,91.68302084439819,34.28234143025831,23.114971517233258,40.305382795097415,45.49328417149799,36.15342568382816,41.65235294756772,5,2025-02-02 18:00:00
1,1,11,0,42.837188227794826,37.837188227794826,1,1,1,1,1,1,1,1,12,11.396375713060822,42.837188227794826,11.434734151439358,19,0,27.83718822779483,39.49230470592913,29.243413376746823,9,28.03677834367601,41.86945842672991,2.467107226033695,39.03625836647191,5,0,105,500,1,32.837188227794826,1,49,300,0,1,38,300,0,1,210,36.00330419525271,1,1,1,1,1,21,0,0,9,10,9,8,20,21,90.13487529111794,96.83388403254212,94.9342144520674,93.66776806508423,95.56743764555897,94.30099125857582,94.9342144520674,3,2025-01-08 09:40:00
1,1,9,0,43.98207864926055,38.98207864926055,1,1,1,1,1,1,1,1,10,8.29336710048824,43.98207864926055,16.965565119293824,19,0,59.61633191761591,63.99753593605341,40.115078828873635,12,74.70451299147365,58.442915469489265,2.5979518456297774,30.90701541572648,4,0,109,500,1,33.98207864926055,1,51,300,0,1,40,300,0,1,587,36.98463884222333,1,0,1,1,1,10,5,7,4,9,3,6,10,20,65.4876328387813,96.99743980703722,95.19590369125956,93.99487961407445,95.79641572985211,94.595391652667,95.19590369125956,5,2025-02-27 15:25:00
1,1,9,0,38.3230309323183,33.3230309323183,1,1,1,1,1,1,1,1,10,0.7592603016594435,38.3230309323183,9.793552692355307,24,0,61.92228609537916,60.29604195374697,28.284991568855393,11,82.33029298147014,73.32690509640453,1.951203535122091,27.677618237482882,5,0,85,500,1,28.323030932318296,1,39,300,0,1,30,300,0,0,399,32.134026513415684,1,0,1,1,1,12,4,8,1,11,2,6,10,18,63.964226317748036,96.18900441890261,93.90240707024418,92.37800883780523,94.66460618646366,93.1402079540247,93.90240707024418,4,2025-02-28 11:45:00
1,1,8,1,92.20385945401188,70.52333881602117,1,1,1,0,1,1,1,1,6,62.71074880237584,39.061636371740136,16.73401175361363,24,0,24.061636371740136,40.278597375674266,38.41990879099864,9,28.788076485495726,32.527945645160564,2.0356155853417297,39.00362296822718,3,0,88,500,1,29.061636371740136,1,40,300,0,1,31,300,0,1,177,32.76711689006297,1,1,0,1,1,21,0,0,0,10,7,9,18,16,88.62465454869606,69.60763799002119,54.90990019707667,51.816384508242955,55.82538770488042,65.46063672912629,53.47557297500255,6,2025-02-18 08:40:00
1,1,10,0,43.59357597218964,38.59357597218964,1,1,1,1,1,1,1,0,9,6.405838509847002,43.59357597218964,18.495635525836803,21,0,83.14184170141114,74.55214395042802,35.01340831498979,11,67.11030712411629,73.75697402882876,2.5535515396788155,30.336482676822808,3,0,108,500,1,33.59357597218964,1,51,300,0,1,40,300,0,1,536,36.65163654759112,1,0,1,1,1,14,3,7,1,14,3,7,11,15,78.76733436227639,96.94193942459852,95.10710307935763,93.88387884919703,95.71871519443793,94.49549096427734,95.10710307935763,2,2025-03-03 11:10:00
1,0,5,1,88.06620022791549,73.00341375805954,0,1,1,1,1,1,1,1,4,45.71661974155742,65.28511325349018,11.472796507075149,18,0,26.529228496540092,33.83966628234916,28.65563999705997,5,89.52886810639615,74.54646558969948,9.578669880930752,35.29004130776285,4,0,99,500,1,31.529228496540092,1,46,300,0,1,36,300,0,1,198,34.882195854177226,1,1,1,1,1,24,0,0,13,9,8,6,15,19,89.61169139861603,51.58573546761434,45.46232128154385,22.211502031386548,41.41617720853593,47.67505212615828,53.659076170762106,1,2025-02-01 11:30:00
1,0,7,1,82.21697806689376,84.73100665281268,1,1,1,1,1,1,1,1,5,64.27079302600688,75.88117464088086,12.360488180299523,23,0,24.227795561771195,38.004343444730054,33.757792764048276,3,76.7887836759897,93.18241262934367,14.667676460971633,25.81981031455936,4,0,89,500,1,29.227795561771195,1,41,300,0,1,32,300,0,1,179,32.90953905294674,1,1,1,1,1,20,0,0,14,14,8,9,18,21,88.69111822470848,42.513491798038544,48.99393953281863,21.49923852420841,31.933799272238172,46.630537313119135,27.098074238460626,5,2025-02-03 13:40:00
0,1,12,0,48.648525003026116,43.648525003026116,1,1,1,1,1,1,1,1,10,12.4637358181793,48.648525003026116,27.50603227010016,24,0,76.6049145033582,80.62587681239302,31.500079385574956,8,75.41041750717278,79.79248674303076,11.65122862583955,33.02235021496726,5,0,325,500,1,62.57880475304499,1,62,300,0,1,49,300,0,1,259,40.98445000259382,1,1,1,1,0,22,0,0,9,10,9,7,20,16,24.12577116876468,52.34478052086449,49.40355886600828,47.833204702606224,59.90070847158617,46.86715350087313,57.462887090175144,1,2025-01-22 05:30:00
1,1,8,0,40.829494650485394,35.829494650485394,1,1,1,1,1,1,1,1,12,1.7615365452915572,40.829494650485394,39.24726412892048,18,0,68.00362033586299,70.74198060586285,29.83651381813649,9,26.293214454679884,37.86191970212256,2.2376565314840455,31.327114083507034,0,12,380,500,1,66.43142248008219,1,44,300,0,1,35,300,0,0,410,34.28242398613034,1,1,1,0,1,12,4,1,12,14,1,5,13,19,89.33179786019416,96.54707066435506,94.47531306296808,93.09414132871011,95.16589893009709,93.7847271958391,94.47531306296808,6,2025-02-07 09:00:00
1,1,11,0,78.6733751071513,70.89926447846871,1,1,1,0,1,1,1,1,10,73.53224286377008,78.4128856260946,2.8877423485107,22,0,30.807507021112364,36.18865069809654,43.29596654682299,11,33.66349356211339,41.24309071485317,2.80657223098427,37.316099536484366,5,3,117,500,1,35.807507021112364,1,56,300,0,1,44,300,0,1,235,90.35833736055321,1,1,1,0,0,18,0,0,2,11,1,9,17,15,91.32300280844494,97.25821528873034,95.61314446196855,94.51643057746068,96.16150140422248,95.06478751971461,95.61314446196855,6,2025-02-16 23:05:00
0,1,10,0,41.61277068748787,36.61277068748787,1,1,1,1,1,1,1,1,9,13.008289240390043,41.61277068748787,18.163227898830666,19,0,76.90056140697601,79.82913423641745,33.78647133233676,11,71.56546728916379,75.45583236255423,11.725140351744,33.928382710643234,5,0,393,500,1,60.79499012550258,1,46,300,0,1,36,300,0,1,199,34.95380344641817,1,1,1,1,0,19,0,0,9,10,5,9,15,18,40.434803444705196,65.25037094375867,30.918837657156875,31.71876830430111,61.644893235777644,36.14015208935543,45.4889087639641,0,2025-01-20 13:50:00
1,1,8,0,43.005523659614695,38.005523659614695,1,1,1,1,1,1,1,1,12,10.208428108365904,43.005523659614695,0.2014371088911493,21,0,28.005523659614695,42.274559019925,35.717466510651754,12,27.844433153028394,36.891207495377,2.486345561098822,34.898172665234966,3,0,105,500,1,33.005523659614695,1,49,300,0,1,39,300,0,1,211,36.147591708241166,1,1,1,1,1,19,0,0,8,9,6,7,19,16,90.20220946384588,96.85793195137353,94.97269112219765,93.71586390274706,95.60110473192294,94.34427751247235,94.97269112219765,3,2025-01-03 23:50:00
0,1,8,0,39.62171467135008,34.62171467135008,1,1,1,1,1,1,1,1,12,1.6576214899319053,39.62171467135008,41.179555068401605,19,0,81.7062538813541,84.48230039375098,27.41445751600049,12,79.37258103769211,81.43095191119643,12.926563470338525,33.29038508710078,4,0,405,500,1,62.8858303725912,1,41,300,0,1,32,300,0,1,182,33.24718400401435,1,1,1,1,0,18,0,0,13,14,9,6,19,19,54.60535663768712,65.99465938961373,64.11667938484703,54.59284974870903,54.770290826077726,62.474538549071525,43.24579915125147,0,2025-01-26 07:50:00
1,1,10,0,71.22556713648764,76.04502725170512,1,1,1,0,1,1,1,1,10,69.92764398829732,84.4598995838321,11.063880721623775,19,0,28.146113325260885,44.63179430700023,32.526678131929174,10,26.465958738074704,37.91079506193435,2.502412951458387,28.119982277177833,4,4,106,500,1,33.146113325260885,1,50,300,0,1,39,300,0,1,212,88.75440289706383,0,1,1,0,0,20,0,0,0,13,1,5,17,16,90.25844533010435,96.87801618932298,95.00482590291678,93.75603237864597,95.62922266505218,94.38042914078137,95.00482590291678,5,2025-02-12 01:15:00
1,1,9,0,43.22753001632408,38.22753001632408,1,1,1,1,1,1,1,0,12,7.7214958503220075,43.22753001632408,28.361389750513247,23,0,74.52643995498659,79.7285976290847,37.24330960516335,8,28.90080434824651,37.6621869835532,2.5117177161513236,40.2444110233998,1,14,477,500,1,81.20516947361202,1,50,300,0,1,39,300,0,1,594,36.33788287113492,1,1,1,0,1,14,7,1,10,12,2,9,8,16,90.29101200652963,96.88964714518916,95.02343543230265,93.7792942903783,95.64550600326481,94.40136486134048,95.02343543230265,0,2025-02-04 20:35:00
0,1,12,0,38.402146946683835,33.402146946683835,1,1,1,1,1,1,1,1,10,4.922168122396057,38.402146946683835,25.66045683282627,20,0,82.6310730102168,80.07282061883822,32.12613433794293,12,80.30719640172894,78.50056608778567,13.157768252554199,32.85769603161678,4,0,303,500,1,79.72894758329224,1,39,300,0,1,30,300,0,1,172,32.20184024001472,1,1,1,1,0,19,0,0,14,11,7,7,18,18,58.92548197168725,59.723305469340445,57.578956808814254,41.60322498635003,44.78397753667632,45.53372249402098,43.842160188631695,5,2025-01-25 22:05:00
1,1,9,0,44.62685833940833,39.62685833940833,1,1,1,1,1,1,1,1,12,2.0855677236510024,44.62685833940833,4.223002625143222,18,0,29.626858339408333,41.67716007829456,34.503627475688006,12,31.63184857227772,38.78548641932178,2.6716409530752383,40.44739203438105,5,0,112,500,1,34.62685833940833,1,53,300,0,1,42,300,0,1,225,37.537307148064286,1,1,1,1,1,18,0,0,9,13,6,6,19,16,90.85074333576333,97.08955119134404,95.34328190615048,94.1791023826881,95.92537166788166,94.76119214441928,95.34328190615048,0,2025-01-06 23:20:00
1,1,8,0,43.788979866102494,38.788979866102494,1,1,1,1,1,1,0,0,11,14.535139674879844,43.788979866102494,39.49042974850975,18,0,62.739611215479265,76.66845448512933,35.058462672128215,12,32.800630176278574,36.19763548489226,2.5758834132688566,31.269399057543744,1,4,466,500,1,78.07236961451646,1,51,300,0,1,40,300,0,1,505,36.819125599516425,1,1,1,1,0,15,5,1,8,13,2,6,13,18,90.51559194644099,96.96985426658607,95.15176682653771,93.93970853317214,95.7577959732205,94.54573767985492,95.15176682653771,0,2025-02-10 13:50:00
1,0,4,2,65.81540841012549,78.69939941841488,1,0,1,1,1,1,1,1,4,34.640279899492185,72.09693311513816,6.395908465261478,20,0,26.971855162597507,36.096521539779474,40.300191237836216,5,67.4597442535176,93.2698727824742,10.878444547519061,30.76418019524209,5,0,101,500,1,31.971855162597507,1,47,300,0,1,37,300,0,1,202,35.26159013936929,1,1,1,1,1,19,0,0,10,10,6,7,15,21,89.788742065039,36.50425303010443,50.745579250297354,36.59432800577144,43.25387790777356,28.718328487456297,33.90980189551597,6,2025-01-29 21:10:00
1,1,12,0,42.32762663988207,37.32762663988207,1,1,1,1,1,1,1,0,11,14.073493605570183,42.32762663988207,5.257501980639912,20,0,78.81622212681337,83.50109567466201,30.780436289469307,9,57.948855799642956,55.3347381872816,2.4088716159865227,39.4172492892104,5,0,102,500,1,32.32762663988207,1,48,300,0,1,37,300,0,1,401,35.56653711989892,1,0,1,1,1,13,6,3,4,14,2,7,7,16,68.33137544261592,96.76108951998316,94.81774323197304,93.5221790399663,95.46552532797641,94.16996113596967,94.81774323197304,1,2025-02-25 05:00:00
1,1,9,0,43.7833836027064,78.83513194128477,1,1,1,1,1,1,1,1,10,2.0798400294372077,92.2645783434931,49.17267156424688,17,1,61.921786969681236,77.22985888635783,88.3064743313495,9,32.996495456075735,41.0823974733396,2.575243840309303,34.94614520506068,4,0,466,500,1,86.10936797558115,0,243,300,27,0,265,300,22,1,218,86.63930176273632,0,1,1,1,0,21,0,0,12,10,8,5,18,20,90.51335344108256,96.96905480038663,95.15048768061861,93.93810960077326,95.75667672054128,94.54429864069593,95.15048768061861,1,2025-03-06 08:50:00
0,1,11,0,42.87063672128303,37.87063672128303,1,1,1,1,1,1,1,1,12,5.725708964287896,42.87063672128303,31.821587628873676,23,0,81.26221539871831,83.19210565269648,31.341298641068306,11,78.46384017559159,82.98866324718672,12.815553849679578,30.271634392666428,3,0,305,500,1,81.06332419431887,1,49,300,0,1,38,300,0,1,210,36.03197433252831,1,1,1,1,0,20,0,0,12,13,7,7,20,16,43.3731349449492,31.663376537772972,59.63185248080556,52.96463150261404,62.11060028443529,41.87349143421931,54.14779223319394,0,2025-01-23 04:30:00
1,1,8,0,49.14959079223917,44.14959079223917,1,1,1,1,1,1,1,1,9,11.813540894572336,49.14959079223917,14.101023375485626,23,0,34.14959079223917,44.00400680228742,40.293512337091535,10,30.502500392011083,46.020655730971455,3.188524661970191,38.788235700625926,4,0,132,500,1,39.14959079223917,1,63,300,0,1,50,300,0,1,264,41.41393496477643,1,1,1,1,1,22,0,0,9,10,9,5,19,18,92.65983631689566,97.73565582746274,96.37704932394038,95.47131165492547,96.82991815844784,95.92418048943293,96.37704932394038,1,2025-01-03 05:10:00
1,1,11,0,78.07330692036454,73.65310247432986,1,1,1,0,1,1,1,1,11,39.84236761082007,91.31542440715718,2.836219967446707,21,0,26.88364772766056,36.189317461507045,30.505220856205824,10,31.162567520868176,38.36693828270316,2.3581311688754925,39.19193651235136,3,1,100,500,1,31.88364772766056,1,47,300,0,1,37,300,0,1,201,89.4280248812497,0,1,1,0,0,19,0,0,1,9,1,8,20,19,89.75345909106423,96.69766396109436,94.71626233775099,93.39532792218873,95.37672954553211,94.05579512996985,94.71626233775099,5,2025-02-13 21:00:00
1,1,9,0,38.34688038327633,33.34688038327633,1,1,1,1,1,1,1,1,11,11.234863166227562,38.34688038327633,12.817577801123026,18,0,23.346880383276325,38.791087761869406,34.82543946473963,8,26.38192062675936,38.665539526604235,1.9539291866601514,34.24369826565439,4,0,85,500,1,28.346880383276325,1,39,300,0,1,30,300,0,1,171,32.154468899951134,1,1,1,1,1,21,0,0,8,8,7,8,20,18,88.33875215331054,96.19241148332519,93.90785837332031,92.38482296665038,94.66937607665527,93.14634066998534,93.90785837332031,4,2025-01-15 08:20:00
1,1,10,0,46.52873499763831,41.52873499763831,1,1,1,1,1,1,1,1,10,8.319027656681065,46.52873499763831,19.315830259631152,21,0,31.52873499763831,42.26382987684643,37.35269670901721,11,33.83147291473981,45.15824583744467,2.8889982854443783,43.274917623514455,3,0,120,500,1,36.52873499763831,1,57,300,0,1,45,300,0,1,241,39.16748714083283,1,1,1,1,1,21,0,0,13,12,8,8,18,21,91.61149399905533,97.36124785680548,95.77799657088876,94.72249571361094,96.30574699952766,95.25024614224985,95.77799657088876,2,2025-01-02 23:10:00
1,0,7,2,76.52292135681401,66.8099458331317,0,1,1,1,1,1,1,1,3,54.324170039886035,75.59325369354889,13.285337732959269,20,0,33.705212060091355,42.66684330474504,33.49748756803315,5,67.43750302378149,80.53738168305284,14.791054314671223,35.29320954144886,4,0,130,500,1,38.705212060091355,1,62,300,0,1,49,300,0,1,260,41.033038908649736,1,1,1,1,1,20,0,0,14,8,7,8,18,20,92.48208482403655,44.026418397289106,42.23796437419962,27.590854988443464,51.579930865911535,40.464388681475825,26.741452794195194,0,2025-02-03 02:10:00
1,1,10,0,49.13719945476103,44.13719945476103,1,1,1,1,1,1,0,0,11,13.3890133260647,49.13719945476103,6.903430671674872,21,0,63.34318745641468,78.47213004631188,39.37649511303425,11,79.00643702792038,65.20062970771284,3.187108509115546,39.89696044228949,4,0,132,500,1,39.13719945476103,1,63,300,0,1,50,300,0,1,417,41.4033138183666,1,0,1,1,1,8,3,8,4,14,3,7,8,21,72.69243759164982,97.73388563639443,96.37421701823109,95.46777127278887,96.8274398909522,95.92099414550998,96.37421701823109,6,2025-02-25 19:30:00
1,1,9,0,47.25030537850972,42.25030537850972,1,1,1,1,1,1,0,0,9,13.94706672638602,47.25030537850972,54.87210364631333,18,0,80.31282947368028,65.46486616674848,34.57499074054806,9,30.837866695743642,40.072079718574315,2.971463471829683,37.12226250771016,1,12,353,500,0,67.15759219727315,1,59,300,0,1,47,300,0,0,482,39.78597603872262,1,0,1,1,0,10,6,4,14,10,2,5,14,16,91.90012215140389,97.4643293397871,95.94292694365936,94.92865867957421,96.45006107570194,95.43579281161678,95.94292694365936,0,2025-02-09 18:10:00
1,1,8,0,48.1955032458474,43.1955032458474,1,1,1,1,1,1,1,1,10,7.792800693518977,48.1955032458474,4.892760861890206,22,0,33.1955032458474,40.03546720487487,35.5808331361814,9,30.755064600860045,39.811792707483754,3.0794860852397026,42.119436748736604,4,0,127,500,1,38.1955032458474,1,61,300,0,1,48,300,0,1,255,40.596145639297774,1,1,1,1,1,22,0,0,8,12,9,6,16,20,92.27820129833896,97.59935760654963,96.1589721704794,95.19871521309926,96.63910064916948,95.67884369178933,96.1589721704794,6,2025-01-05 12:45:00
1,1,8,0,43.53810511491505,71.04269978551201,1,1,1,1,1,1,1,1,11,12.068920272138271,71.10454403282631,35.648435648835076,17,2,61.436121770514745,87.35301279138059,78.6336500871368,10,25.96065283517278,38.4938195097767,2.5472120131331484,36.1295981563676,5,0,401,500,0,80.88407159989708,0,230,300,37,0,239,300,8,1,216,76.19672066844547,0,1,1,1,0,18,0,0,12,13,6,8,18,19,90.41524204596602,96.93401501641644,95.0944240262663,93.86803003283288,95.707621022983,94.48122702954959,95.0944240262663,2,2025-03-08 08:00:00
1,1,12,0,37.0152815743214,32.0152815743214,1,1,1,1,1,1,1,1,11,5.249932997464778,37.0152815743214,18.09252013269075,22,0,22.0152815743214,30.42502740676352,30.58817259888098,10,25.332067390664747,32.95019635510464,1.801746465636731,24.316988201637642,4,0,80,500,1,27.0152815743214,1,36,300,0,1,28,300,0,1,160,31.013098492275482,1,1,1,1,1,19,0,0,9,10,8,5,17,15,87.80611262972856,96.00218308204592,93.60349293127346,92.00436616409183,94.40305631486427,92.80392954768264,93.60349293127346,3,2025-01-15 22:35:00
1,0,7,2,81.9840174745316,84.30784995585427,1,1,1,1,1,1,1,1,5,48.875365479507096,86.49313370759624,14.05068827896049,20,0,27.26001866482752,39.218524706450914,33.578963060122405,3,79.85966892856482,80.85848345393721,16.422591043597375,30.375596576817514,4,0,102,500,1,32.26001866482752,1,48,300,0,1,37,300,0,1,205,35.50858742699502,1,1,1,1,1,23,0,0,14,13,5,5,15,17,89.904007465931,49.46189815669243,24.427749923413003,47.18164714624039,50.96812667457023,26.185874245669403,37.33106464491806,5,2025-01-30 01:45:00
1,1,9,0,71.41538802352821,85.48875471661314,1,1,1,1,1,1,0,1,12,58.855878375633694,84.0372936344775,16.554775875205575,24,0,30.201618035979173,42.98974085894798,29.298435439081626,10,28.775158536965503,43.40022024318413,2.737327775540477,33.40904940755417,5,4,115,500,1,35.20161803597917,1,54,300,0,1,43,300,0,1,230,69.05350162719537,1,1,1,0,0,18,0,0,0,12,1,5,17,21,91.08064721439167,97.17165971942559,95.47465555108096,94.3433194388512,96.04032360719583,94.90898749496607,95.47465555108096,5,2025-02-15 23:35:00
1,1,5,1,85.50239803134808,84.76511833178154,0,1,1,0,1,1,1,1,6,55.511142949287574,46.55520919794642,6.5226853877867335,20,0,31.555209197946418,45.65077202901694,39.48516934602868,9,29.114033588667994,38.79964723148248,2.8920239083367334,40.58260778594075,3,0,120,500,1,36.55520919794642,1,57,300,0,1,45,300,0,1,241,39.1901793125255,1,1,0,1,1,19,0,0,2,13,9,6,15,18,91.62208367917857,67.30067355634475,40.46808222922657,63.64738418933739,79.37989751645806,49.26819536438734,43.46633157326033,3,2025-02-20 13:05:00
1,1,5,1,93.54860054525493,85.00765805532467,1,1,1,1,1,1,1,1,8,57.894723191583644,49.27648191809973,1.9737032110071828,22,0,34.27648191809973,40.24837895600886,42.298061110734466,12,32.3493861541046,45.005040280002774,3.2030265049256843,41.59393339994374,4,0,132,500,1,39.27648191809973,1,64,300,0,1,50,300,0,1,265,41.522698786942634,1,1,0,1,1,18,0,0,1,12,8,7,21,16,92.71059276723989,60.18097159662382,63.07143251940795,61.33651468910516,71.72660339756905,66.29698795120146,40.72334264906685,7,2025-02-21 09:20:00
1,1,9,0,43.41826257895926,38.41826257895926,1,1,1,1,1,1,1,1,9,2.681341805875271,43.41826257895926,39.57492534180382,18,0,67.29373944487243,62.91594511975707,33.95626783811043,8,25.920974643065968,38.495190431586984,2.5335157233096295,36.881798157495375,1,9,463,500,1,83.37714159529153,1,50,300,0,1,39,300,0,1,637,36.50136792482222,1,0,1,1,1,12,5,1,8,14,0,9,9,20,90.3673050315837,96.91689465413704,95.06703144661925,93.83378930827408,95.68365251579185,94.45041037744667,95.06703144661925,2,2025-02-07 13:35:00
1,1,10,0,47.60342301071314,42.60342301071314,1,1,1,1,1,1,0,1,9,13.182947229403679,47.60342301071314,27.723257269684495,23,0,84.87805912442585,68.05047967033761,33.66316635787234,12,29.87333965968201,42.62063629050022,3.01181977265293,43.800429898879734,0,4,453,500,1,94.18611029344606,1,60,300,0,1,47,300,0,0,606,40.08864829489698,1,0,1,0,0,11,4,2,13,14,2,7,12,16,92.04136920428526,97.51477471581616,96.02363954530585,95.02954943163232,96.52068460214262,95.52659448846909,96.02363954530585,5,2025-02-08 01:05:00
1,0,7,1,92.96877695678359,86.0062960647614,1,0,1,0,1,1,1,1,3,66.25049249467311,89.84475452599861,2.9396923253321106,24,0,24.809940043661864,33.95655720170435,38.254921304783,3,76.8238520203005,92.2538662556295,18.894376929918337,33.61762092435333,5,0,92,500,1,29.809940043661864,1,42,300,0,1,33,300,0,1,184,33.40852003742445,1,1,1,1,1,19,0,0,8,8,8,9,21,20,88.92397601746474,45.37689666202832,46.481152543065576,36.485603970364416,36.97761730085965,53.27426292128096,22.534649818186157,0,2025-01-29 20:00:00
1,1,9,0,87.86668714987664,97.72954586273949,1,1,1,1,1,1,0,1,9,64.47225731583185,76.47836379088817,3.4404453728271234,24,0,34.86672476785504,41.75172724643903,40.609640687766756,9,32.548277877384955,41.80915771778089,3.2704828306120044,35.04192422311724,5,4,135,500,1,39.86672476785504,1,65,300,0,1,51,300,0,1,270,80.10209385628994,1,1,1,0,0,22,0,0,3,8,0,9,15,15,92.94668990714202,97.838103538265,96.540965661224,95.67620707653,96.973344953571,96.10858636887701,96.540965661224,3,2025-02-16 10:35:00
1,1,11,0,79.34053924291672,79.57082725324902,1,1,1,1,1,1,0,1,12,44.910725328364784,90.23444203315198,1.7750322235835858,23,0,23.634619347271393,34.98352293423243,35.983869564604774,8,25.259436537780083,36.16731142426242,1.9868136396881593,36.85115479058065,3,1,87,500,1,28.634619347271393,1,39,300,0,1,31,300,0,1,174,66.81109298539278,1,1,1,0,0,19,0,0,1,8,0,5,19,17,88.45384773890856,96.2335170496102,93.97362727937632,92.4670340992204,94.72692386945428,93.22033068929836,93.97362727937632,1,2025-02-16 07:25:00
1,1,10,0,44.5461153258442,39.5461153258442,1,1,1,1,1,1,1,1,9,1.496860226778836,44.5461153258442,2.1866696603547675,21,0,29.546115325844195,43.25182530556745,36.98894625693298,8,28.20337776797555,40.064916472754575,2.6624131800964794,41.56474223691781,5,0,112,500,1,34.5461153258442,1,53,300,0,1,42,300,0,1,224,37.46809885072359,1,1,1,1,1,20,0,0,13,9,6,8,15,16,90.81844613033768,97.0780164751206,95.32482636019296,94.1560329502412,95.90922306516885,94.74042965521708,95.32482636019296,0,2025-01-07 05:35:00
1,0,4,2,78.80779634135543,71.08554886567151,1,1,1,0,1,1,1,1,3,30.222015300625124,94.37190240386994,6.334676654371563,19,0,35.13268885104873,41.11653035920399,43.91199652114548,5,72.94337560831855,78.72320764791039,15.299977252554482,42.91932523496318,3,0,136,500,1,40.13268885104873,1,66,300,0,1,52,300,0,1,272,42.25659044375605,1,1,1,1,1,20,0,0,8,14,5,8,16,17,93.05307554041948,29.628367466418453,38.305671548570906,32.38992902633008,30.613967609245837,49.28422707065586,53.98236359312015,4,2025-01-28 21:15:00
1,1,8,0,48.37457534827534,43.37457534827534,1,1,1,1,1,1,0,0,12,7.241411951034958,48.37457534827534,43.98493593901861,18,0,73.58827057962503,72.52592091744107,33.2871395820218,11,30.358482974108863,41.00217378165311,3.099951468374325,37.60542054039843,1,14,454,500,1,77.68861916051405,1,61,300,0,1,49,300,0,0,616,40.749636012807436,1,1,1,1,0,13,4,4,13,14,1,9,13,18,92.34983013931014,97.6249393354679,96.19990293674866,95.24987867093581,96.67491506965507,95.72489080384223,96.19990293674866,3,2025-02-06 08:30:00
1,1,12,0,48.29536357247301,43.29536357247301,1,1,1,1,1,1,1,1,10,5.234247332232193,48.29536357247301,5.128108218952036,24,0,33.29536357247301,38.414173261660224,42.937351099980916,11,32.877093549722076,45.117535793876556,3.090898693996915,40.76404748708521,5,0,128,500,1,38.29536357247301,1,61,300,0,1,48,300,0,1,256,40.68174020497686,1,1,1,1,1,19,0,0,14,11,7,5,20,16,92.3181454289892,97.61362336749615,96.18179738799383,95.22724673499229,96.6590727144946,95.70452206149307,96.18179738799383,3,2025-01-07 19:40:00
1,1,8,0,37.85447206002533,32.85447206002533,1,1,1,1,1,1,1,1,10,3.3301657606325694,37.85447206002533,1.6571091720297093,22,0,22.85447206002533,34.71177378118814,30.975039423024526,9,24.727484972160042,33.92949115753955,1.8976539497171805,26.96030101115683,5,0,83,500,1,27.85447206002533,1,37,300,0,1,29,300,0,1,167,31.732404622878853,1,1,1,1,1,24,0,0,14,10,5,5,16,16,88.14178882401013,96.12206743714647,93.79530789943436,92.24413487429295,94.57089441200506,93.01972138686365,93.79530789943436,2,2025-01-10 03:05:00
