meter_id,measure_point_id,user_id,terminal_id,meter_type,install_date
MTR000399,MP000399,USR00155,TERM00021,单相智能表,2024-09-13
MTR000400,MP000400,USR00236,TERM00224,单相智能表,2025-01-27
MTR000401,MP000401,USR00036,TERM00038,三相智能表,2025-07-27
MTR000402,MP000402,USR00366,TERM00094,单相智能表,2023-05-08
MTR000403,MP000403,USR00038,TERM00061,三相智能表,2022-11-24
MTR000404,MP000404,USR00220,TERM00014,单相智能表,2025-02-20
MTR000405,MP000405,USR00031,TERM00100,单相智能表,2026-04-07
MTR000406,MP000406,USR00209,TERM00105,三相智能表,2022-07-24
MTR000407,MP000407,USR00359,TERM00158,单相智能表,2026-02-01
MTR000408,MP000408,USR00186,TERM00200,单相智能表,2025-12-15
MTR000409,MP000409,USR00054,TERM00088,单相智能表,2022-08-04
MTR000410,MP000410,USR00322,TERM00066,单相智能表,2026-04-03
MTR000411,MP000411,USR00251,TERM00019,单相智能表,2021-06-08
MTR000412,MP000412,USR00340,TERM00253,单相智能表,2025-05-17
MTR000413,MP000413,USR00461,TERM00176,单相智能表,2023-07-31
MTR000414,MP000414,USR00172,TERM00056,三相智能表,2022-05-31
MTR000415,MP000415,USR00315,TERM00190,三相智能表,2021-12-02
MTR000416,MP000416,USR00324,TERM00237,单相智能表,2025-02-03
MTR000417,MP000417,USR00060,TERM00218,单相智能表,2024-11-05
MTR000418,MP000418,USR00358,TERM00111,单相智能表,2021-09-23
MTR000419,MP000419,USR00276,TERM00209,单相智能表,2021-07-08
MTR000420,MP000420,USR00169,TERM00065,单相智能表,2023-09-01
MTR000421,MP000421,USR00076,TERM00213,单相智能表,2025-10-12
MTR000422,MP000422,USR00437,TERM00031,单相智能表,2023-09-18
MTR000423,MP000423,USR00087,TERM00089,单相智能表,2021-09-24
MTR000424,MP000424,USR00433,TERM00044,三相智能表,2025-05-02
MTR000425,MP000425,USR00440,TERM00157,三相智能表,2025-10-31
MTR000426,MP000426,USR00290,TERM00167,单相智能表,2022-09-28
MTR000427,MP000427,USR00362,TERM00061,单相智能表,2022-11-28
MTR000428,MP000428,USR00353,TERM00203,三相智能表,2022-08-02
MTR000429,MP000429,USR00415,TERM00028,单相智能表,2022-10-11
MTR000430,MP000430,USR00150,TERM00292,单相智能表,2024-09-21
MTR000431,MP000431,USR00169,TERM00065,单相智能表,2021-08-09
MTR000432,MP000432,USR00112,TERM00098,单相智能表,2023-01-16
MTR000433,MP000433,USR00154,TERM00065,三相智能表,2022-08-04
MTR000434,MP000434,USR00350,TERM00176,单相智能表,2025-07-09
MTR000435,MP000435,USR00412,TERM00129,单相智能表,2023-08-28
MTR000436,MP000436,USR00448,TERM00209,单相智能表,2023-07-02
MTR000437,MP000437,USR00178,TERM00101,单相智能表,2024-04-27
MTR000438,MP000438,USR00083,TERM00178,单相智能表,2023-06-07
MTR000439,MP000439,USR00375,TERM00211,单相智能表,2022-10-08
MTR000440,MP000440,USR00325,TERM00070,单相智能表,2022-06-04
MTR000441,MP000441,USR00044,TERM00289,单相智能表,2023-09-01
MTR000442,MP000442,USR00287,TERM00147,单相智能表,2025-10-23
MTR000443,MP000443,USR00328,TERM00013,三相智能表,2023-09-19
MTR000444,MP000444,USR00358,TERM00111,单相智能表,2022-12-21
MTR000445,MP000445,USR00328,TERM00013,单相智能表,2023-05-25
MTR000446,MP000446,USR00219,TERM00262,三相智能表,2022-09-13
MTR000447,MP000447,USR00005,TERM00052,单相智能表,2023-05-23
MTR000448,MP000448,USR00236,TERM00224,单相智能表,2024-08-23
MTR000449,MP000449,USR00270,TERM00129,单相智能表,2022-01-22
MTR000450,MP000450,USR00182,TERM00051,单相智能表,2023-10-03
MTR000451,MP000451,USR00204,TERM00181,单相智能表,2026-01-22
MTR000452,MP000452,USR00342,TERM00100,单相智能表,2025-05-11
MTR000453,MP000453,USR00341,TERM00032,单相智能表,2021-09-01
MTR000454,MP000454,USR00181,TERM00109,单相智能表,2025-02-25
MTR000455,MP000455,USR00008,TERM00263,三相智能表,2024-08-23
MTR000456,MP000456,USR00370,TERM00178,三相智能表,2024-06-03
MTR000457,MP000457,USR00267,TERM00264,单相智能表,2022-05-13
MTR000458,MP000458,USR00323,TERM00133,三相智能表,2023-04-26
MTR000459,MP000459,USR00016,TERM00213,单相智能表,2024-05-01
MTR000460,MP000460,USR00083,TERM00178,三相智能表,2021-10-08
MTR000461,MP000461,USR00219,TERM00262,单相智能表,2023-09-28
MTR000462,MP000462,USR00238,TERM00283,三相智能表,2025-04-07
MTR000463,MP000463,USR00253,TERM00258,单相智能表,2023-11-10
MTR000464,MP000464,USR00361,TERM00120,三相智能表,2022-12-13
MTR000465,MP000465,USR00008,TERM00263,单相智能表,2022-03-26
MTR000466,MP000466,USR00430,TERM00244,三相智能表,2026-01-17
MTR000467,MP000467,USR00306,TERM00003,单相智能表,2021-09-13
MTR000468,MP000468,USR00370,TERM00178,单相智能表,2023-02-25
MTR000469,MP000469,USR00065,TERM00210,单相智能表,2024-03-30
MTR000470,MP000470,USR00135,TERM00156,单相智能表,2025-10-31
MTR000471,MP000471,USR00234,TERM00257,单相智能表,2022-03-13
MTR000472,MP000472,USR00413,TERM00019,单相智能表,2025-03-12
MTR000473,MP000473,USR00113,TERM00005,单相智能表,2025-04-01
MTR000474,MP000474,USR00455,TERM00177,单相智能表,2023-07-16
MTR000475,MP000475,USR00471,TERM00017,三相智能表,2023-03-26
MTR000476,MP000476,USR00326,TERM00025,三相智能表,2025-07-25
MTR000477,MP000477,USR00346,TERM00115,三相智能表,2021-11-15
MTR000478,MP000478,USR00091,TERM00043,单相智能表,2023-03-16
MTR000479,MP000479,USR00170,TERM00284,单相智能表,2023-03-02
MTR000480,MP000480,USR00085,TERM00030,三相智能表,2026-03-24
MTR000481,MP000481,USR00315,TERM00190,三相智能表,2023-06-06
MTR000482,MP000482,USR00483,TERM00157,单相智能表,2024-06-14
MTR000483,MP000483,USR00461,TERM00176,单相智能表,2023-10-21
MTR000484,MP000484,USR00091,TERM00043,单相智能表,2024-02-28
MTR000485,MP000485,USR00305,TERM00105,单相智能表,2025-01-29
MTR000486,MP000486,USR00240,TERM00282,三相智能表,2024-06-18
MTR000487,MP000487,USR00206,TERM00288,单相智能表,2025-06-16
MTR000488,MP000488,USR00003,TERM00144,单相智能表,2024-11-11
MTR000489,MP000489,USR00451,TERM00249,单相智能表,2023-11-08
MTR000490,MP000490,USR00324,TERM00237,单相智能表,2021-08-21
MTR000491,MP000491,USR00040,TERM00271,单相智能表,2022-11-26
MTR000492,MP000492,USR00349,TERM00095,单相智能表,2025-01-07
MTR000493,MP000493,USR00340,TERM00253,单相智能表,2026-02-26
MTR000494,MP000494,USR00478,TERM00038,单相智能表,2022-12-22
MTR000495,MP000495,USR00434,TERM00268,单相智能表,2023-10-08
MTR000496,MP000496,USR00018,TERM00021,单相智能表,2024-05-12
MTR000497,MP000497,USR00263,TERM00278,单相智能表,2025-10-25
MTR000498,MP000498,USR00434,TERM00268,单相智能表,2021-05-31
MTR000499,MP000499,USR00093,TERM00221,三相智能表,2023-07-27
MTR000500,MP000500,USR00143,TERM00125,单相智能表,2022-03-30
MTR000501,MP000501,USR00205,TERM00107,单相智能表,2023-04-06
MTR000502,MP000502,USR00110,TERM00155,单相智能表,2022-02-01
MTR000503,MP000503,USR00412,TERM00129,单相智能表,2021-10-03
MTR000504,MP000504,USR00159,TERM00151,单相智能表,2022-03-14
MTR000505,MP000505,USR00450,TERM00163,单相智能表,2025-05-08
MTR000506,MP000506,USR00224,TERM00078,单相智能表,2024-02-13
MTR000507,MP000507,USR00430,TERM00244,单相智能表,2025-06-29
MTR000508,MP000508,USR00393,TERM00080,三相智能表,2024-04-30
MTR000509,MP000509,USR00150,TERM00292,单相智能表,2021-12-01
MTR000510,MP000510,USR00215,TERM00291,单相智能表,2025-09-11
MTR000511,MP000511,USR00064,TERM00069,单相智能表,2021-10-26
MTR000512,MP000512,USR00258,TERM00183,三相智能表,2024-04-22
MTR000513,MP000513,USR00387,TERM00132,单相智能表,2021-08-20
MTR000514,MP000514,USR00397,TERM00125,单相智能表,2023-01-11
MTR000515,MP000515,USR00220,TERM00014,单相智能表,2022-08-09
MTR000516,MP000516,USR00330,TERM00033,单相智能表,2025-08-07
MTR000517,MP000517,USR00284,TERM00055,单相智能表,2025-03-01
MTR000518,MP000518,USR00137,TERM00128,三相智能表,2024-07-31
MTR000519,MP000519,USR00163,TERM00295,单相智能表,2022-04-13
MTR000520,MP000520,USR00201,TERM00208,单相智能表,2022-07-05
MTR000521,MP000521,USR00324,TERM00237,单相智能表,2023-11-17
MTR000522,MP000522,USR00299,TERM00194,三相智能表,2022-01-28
MTR000523,MP000523,USR00330,TERM00033,三相智能表,2021-11-15
MTR000524,MP000524,USR00234,TERM00257,单相智能表,2021-08-04
MTR000525,MP000525,USR00185,TERM00208,单相智能表,2021-09-23
MTR000526,MP000526,USR00319,TERM00086,单相智能表,2024-03-25
MTR000527,MP000527,USR00165,TERM00218,单相智能表,2024-08-16
MTR000528,MP000528,USR00470,TERM00129,单相智能表,2025-02-13
MTR000529,MP000529,USR00055,TERM00161,三相智能表,2023-11-13
MTR000530,MP000530,USR00164,TERM00122,单相智能表,2023-03-18
MTR000531,MP000531,USR00244,TERM00217,单相智能表,2024-03-14
MTR000532,MP000532,USR00157,TERM00087,三相智能表,2025-04-12
MTR000533,MP000533,USR00426,TERM00110,单相智能表,2025-05-01
MTR000534,MP000534,USR00097,TERM00156,单相智能表,2022-07-28
MTR000535,MP000535,USR00072,TERM00152,单相智能表,2022-01-25
MTR000536,MP000536,USR00310,TERM00075,单相智能表,2021-12-22
MTR000537,MP000537,USR00481,TERM00102,单相智能表,2022-05-20
MTR000538,MP000538,USR00231,TERM00023,三相智能表,2022-02-23
MTR000539,MP000539,USR00236,TERM00224,三相智能表,2024-03-29
MTR000540,MP000540,USR00042,TERM00108,单相智能表,2022-08-25
MTR000541,MP000541,USR00429,TERM00283,单相智能表,2021-10-02
MTR000542,MP000542,USR00202,TERM00170,单相智能表,2023-07-12
MTR000543,MP000543,USR00205,TERM00107,三相智能表,2025-03-13
MTR000544,MP000544,USR00054,TERM00088,单相智能表,2024-05-11
MTR000545,MP000545,USR00147,TERM00238,单相智能表,2025-02-05
MTR000546,MP000546,USR00451,TERM00249,三相智能表,2022-05-07
MTR000547,MP000547,USR00332,TERM00279,单相智能表,2025-12-18
MTR000548,MP000548,USR00060,TERM00218,单相智能表,2024-01-05
MTR000549,MP000549,USR00078,TERM00242,单相智能表,2024-02-10
MTR000550,MP000550,USR00380,TERM00266,单相智能表,2023-12-27
MTR000551,MP000551,USR00258,TERM00183,单相智能表,2023-11-05
MTR000552,MP000552,USR00468,TERM00169,单相智能表,2022-04-15
MTR000553,MP000553,USR00365,TERM00068,三相智能表,2024-08-18
MTR000554,MP000554,USR00054,TERM00088,单相智能表,2022-02-10
MTR000555,MP000555,USR00208,TERM00012,单相智能表,2023-06-12
MTR000556,MP000556,USR00225,TERM00281,单相智能表,2022-09-04
MTR000557,MP000557,USR00083,TERM00178,单相智能表,2023-01-03
MTR000558,MP000558,USR00403,TERM00106,三相智能表,2023-10-18
MTR000559,MP000559,USR00249,TERM00145,三相智能表,2024-06-07
MTR000560,MP000560,USR00434,TERM00268,三相智能表,2021-06-16
MTR000561,MP000561,USR00210,TERM00236,三相智能表,2025-06-29
MTR000562,MP000562,USR00101,TERM00055,单相智能表,2026-02-24
MTR000563,MP000563,USR00271,TERM00027,单相智能表,2022-01-11
MTR000564,MP000564,USR00333,TERM00263,单相智能表,2023-09-09
MTR000565,MP000565,USR00279,TERM00249,单相智能表,2022-04-25
MTR000566,MP000566,USR00354,TERM00170,三相智能表,2024-01-03
MTR000567,MP000567,USR00234,TERM00257,单相智能表,2025-03-06
MTR000568,MP000568,USR00381,TERM00299,三相智能表,2023-02-24
MTR000569,MP000569,USR00154,TERM00065,单相智能表,2025-02-03
MTR000570,MP000570,USR00023,TERM00077,三相智能表,2025-08-15
MTR000571,MP000571,USR00023,TERM00077,单相智能表,2025-03-12
MTR000572,MP000572,USR00412,TERM00129,单相智能表,2021-06-09
MTR000573,MP000573,USR00368,TERM00278,单相智能表,2023-07-29
MTR000574,MP000574,USR00038,TERM00061,单相智能表,2022-05-04
MTR000575,MP000575,USR00280,TERM00243,单相智能表,2024-04-16
MTR000576,MP000576,USR00063,TERM00078,三相智能表,2022-09-01
MTR000577,MP000577,USR00203,TERM00142,单相智能表,2025-08-20
MTR000578,MP000578,USR00425,TERM00053,单相智能表,2021-12-02
MTR000579,MP000579,USR00031,TERM00100,单相智能表,2024-11-02
MTR000580,MP000580,USR00095,TERM00275,单相智能表,2024-08-31
MTR000581,MP000581,USR00065,TERM00210,单相智能表,2024-01-18
MTR000582,MP000582,USR00186,TERM00200,单相智能表,2023-09-15
MTR000583,MP000583,USR00244,TERM00217,单相智能表,2023-06-25
MTR000584,MP000584,USR00470,TERM00129,单相智能表,2022-02-27
MTR000585,MP000585,USR00425,TERM00053,单相智能表,2022-07-20
MTR000586,MP000586,USR00256,TERM00219,单相智能表,2022-06-17
MTR000587,MP000587,USR00027,TERM00005,单相智能表,2025-05-22
MTR000588,MP000588,USR00474,TERM00299,单相智能表,2026-02-22
MTR000589,MP000589,USR00374,TERM00250,三相智能表,2022-10-01
MTR000590,MP000590,USR00288,TERM00199,三相智能表,2025-11-28
MTR000591,MP000591,USR00194,TERM00053,三相智能表,2022-05-22
MTR000592,MP000592,USR00457,TERM00031,单相智能表,2022-11-16
MTR000593,MP000593,USR00115,TERM00224,单相智能表,2023-09-23
MTR000594,MP000594,USR00201,TERM00208,单相智能表,2021-10-16
MTR000595,MP000595,USR00338,TERM00293,单相智能表,2024-10-03
MTR000596,MP000596,USR00311,TERM00083,单相智能表,2021-08-31
MTR000597,MP000597,USR00264,TERM00177,三相智能表,2022-12-27
MTR000598,MP000598,USR00353,TERM00203,单相智能表,2021-06-09
MTR000599,MP000599,USR00029,TERM00010,三相智能表,2022-05-18
MTR000600,MP000600,USR00002,TERM00247,三相智能表,2026-01-25
