user_id,stat_date,kwh
USR00126,2026-05-04,402.34
USR00126,2026-05-03,361.77
USR00126,2026-05-02,335.96
USR00126,2026-05-01,437.65
USR00126,2026-04-30,381.95
USR00126,2026-04-29,417.39
USR00126,2026-04-28,454.13
USR00126,2026-04-27,351.15
USR00126,2026-04-26,402.22
USR00126,2026-04-25,397.14
USR00126,2026-04-24,419.38
USR00126,2026-04-23,454.11
USR00127,2026-05-22,39.65
USR00127,2026-05-21,41.38
USR00127,2026-05-20,36.81
USR00127,2026-05-19,36.99
USR00127,2026-05-18,39.08
USR00127,2026-05-17,38.8
USR00127,2026-05-16,39.69
USR00127,2026-05-15,39.61
USR00127,2026-05-14,33.83
USR00127,2026-05-13,41.22
USR00127,2026-05-12,41.89
USR00127,2026-05-11,38.21
USR00127,2026-05-10,31.9
USR00127,2026-05-09,37.08
USR00127,2026-05-08,38.24
USR00127,2026-05-07,33.22
USR00127,2026-05-06,36.16
USR00127,2026-05-05,32.22
USR00127,2026-05-04,39.79
USR00127,2026-05-03,38.13
USR00127,2026-05-02,31.34
USR00127,2026-05-01,38.83
USR00127,2026-04-30,37.3
USR00127,2026-04-29,39.45
USR00127,2026-04-28,36.04
USR00127,2026-04-27,34.5
USR00127,2026-04-26,34.62
USR00127,2026-04-25,35.49
USR00127,2026-04-24,37.58
USR00127,2026-04-23,38.06
USR00128,2026-05-22,214.58
USR00128,2026-05-21,216.2
USR00128,2026-05-20,280.26
USR00128,2026-05-19,206.8
USR00128,2026-05-18,211.57
USR00128,2026-05-17,297.88
USR00128,2026-05-16,233.5
USR00128,2026-05-15,193.15
USR00128,2026-05-14,242.95
USR00128,2026-05-13,203.68
USR00128,2026-05-12,244.44
USR00128,2026-05-11,219.34
USR00128,2026-05-10,214.22
USR00128,2026-05-09,260.13
USR00128,2026-05-08,236.76
USR00128,2026-05-07,245.87
USR00128,2026-05-06,233.82
USR00128,2026-05-05,214.11
USR00128,2026-05-04,237.77
USR00128,2026-05-03,251.17
USR00128,2026-05-02,227.09
USR00128,2026-05-01,264.44
USR00128,2026-04-30,243.13
USR00128,2026-04-29,228.82
USR00128,2026-04-28,229.71
USR00128,2026-04-27,227.15
USR00128,2026-04-26,196.03
USR00128,2026-04-25,222.05
USR00128,2026-04-24,229.03
USR00128,2026-04-23,214.75
USR00129,2026-05-22,15.72
USR00129,2026-05-21,16.9
USR00129,2026-05-20,16.72
USR00129,2026-05-19,15.94
USR00129,2026-05-18,13.54
USR00129,2026-05-17,18.49
USR00129,2026-05-16,15.46
USR00129,2026-05-15,15.56
USR00129,2026-05-14,15.15
USR00129,2026-05-13,14.92
USR00129,2026-05-12,18.1
USR00129,2026-05-11,17.86
USR00129,2026-05-10,16.38
USR00129,2026-05-09,15.51
USR00129,2026-05-08,16.65
USR00129,2026-05-07,15.8
USR00129,2026-05-06,15.38
USR00129,2026-05-05,16.21
USR00129,2026-05-04,14.99
USR00129,2026-05-03,16.08
USR00129,2026-05-02,16.0
USR00129,2026-05-01,16.63
USR00129,2026-04-30,14.71
USR00129,2026-04-29,16.8
USR00129,2026-04-28,14.26
USR00129,2026-04-27,14.78
USR00129,2026-04-26,14.85
USR00129,2026-04-25,14.0
USR00129,2026-04-24,17.28
USR00129,2026-04-23,14.16
USR00130,2026-05-22,31.22
USR00130,2026-05-21,26.16
USR00130,2026-05-20,27.22
USR00130,2026-05-19,24.93
USR00130,2026-05-18,30.05
USR00130,2026-05-17,30.09
USR00130,2026-05-16,29.79
USR00130,2026-05-15,29.23
USR00130,2026-05-14,27.94
USR00130,2026-05-13,26.28
USR00130,2026-05-12,25.48
USR00130,2026-05-11,31.32
USR00130,2026-05-10,29.86
USR00130,2026-05-09,25.82
USR00130,2026-05-08,27.85
USR00130,2026-05-07,26.91
USR00130,2026-05-06,24.61
USR00130,2026-05-05,28.23
USR00130,2026-05-04,26.59
USR00130,2026-05-03,25.1
USR00130,2026-05-02,23.64
USR00130,2026-05-01,23.4
USR00130,2026-04-30,26.71
USR00130,2026-04-29,27.5
USR00130,2026-04-28,25.31
USR00130,2026-04-27,29.54
USR00130,2026-04-26,27.56
USR00130,2026-04-25,29.34
USR00130,2026-04-24,27.23
USR00130,2026-04-23,25.56
USR00131,2026-05-22,49.06
USR00131,2026-05-21,59.18
USR00131,2026-05-20,50.89
USR00131,2026-05-19,61.31
USR00131,2026-05-18,54.25
USR00131,2026-05-17,62.12
USR00131,2026-05-16,49.85
USR00131,2026-05-15,52.35
USR00131,2026-05-14,58.29
USR00131,2026-05-13,62.73
USR00131,2026-05-12,65.51
USR00131,2026-05-11,56.39
USR00131,2026-05-10,66.48
USR00131,2026-05-09,54.53
USR00131,2026-05-08,62.33
USR00131,2026-05-07,50.86
USR00131,2026-05-06,58.52
USR00131,2026-05-05,43.01
USR00131,2026-05-04,49.86
USR00131,2026-05-03,58.78
USR00131,2026-05-02,48.79
USR00131,2026-05-01,58.55
USR00131,2026-04-30,61.25
USR00131,2026-04-29,53.34
USR00131,2026-04-28,50.71
USR00131,2026-04-27,53.49
USR00131,2026-04-26,50.73
USR00131,2026-04-25,55.59
USR00131,2026-04-24,56.73
USR00131,2026-04-23,54.44
USR00132,2026-05-22,83.79
USR00132,2026-05-21,102.85
USR00132,2026-05-20,80.88
USR00132,2026-05-19,90.94
USR00132,2026-05-18,100.97
USR00132,2026-05-17,100.5
USR00132,2026-05-16,86.49
USR00132,2026-05-15,95.29
USR00132,2026-05-14,94.09
USR00132,2026-05-13,85.41
USR00132,2026-05-12,95.84
USR00132,2026-05-11,107.1
USR00132,2026-05-10,94.54
USR00132,2026-05-09,95.4
USR00132,2026-05-08,96.35
USR00132,2026-05-07,77.09
USR00132,2026-05-06,94.44
USR00132,2026-05-05,81.1
USR00132,2026-05-04,84.96
USR00132,2026-05-03,109.8
USR00132,2026-05-02,88.0
USR00132,2026-05-01,83.6
USR00132,2026-04-30,100.69
USR00132,2026-04-29,81.73
USR00132,2026-04-28,86.24
USR00132,2026-04-27,101.56
USR00132,2026-04-26,90.67
USR00132,2026-04-25,76.18
USR00132,2026-04-24,95.19
USR00132,2026-04-23,86.7
USR00133,2026-05-22,299.79
USR00133,2026-05-21,352.68
USR00133,2026-05-20,375.8
USR00133,2026-05-19,291.98
USR00133,2026-05-18,312.97
USR00133,2026-05-17,331.54
USR00133,2026-05-16,291.78
USR00133,2026-05-15,327.76
USR00133,2026-05-14,311.96
USR00133,2026-05-13,311.32
USR00133,2026-05-12,320.7
USR00133,2026-05-11,321.41
USR00133,2026-05-10,324.37
USR00133,2026-05-09,300.03
USR00133,2026-05-08,301.42
USR00133,2026-05-07,315.35
USR00133,2026-05-06,317.71
USR00133,2026-05-05,305.13
USR00133,2026-05-04,329.47
USR00133,2026-05-03,261.22
USR00133,2026-05-02,295.82
USR00133,2026-05-01,310.2
USR00133,2026-04-30,291.81
USR00133,2026-04-29,371.13
USR00133,2026-04-28,319.74
USR00133,2026-04-27,324.78
USR00133,2026-04-26,303.71
USR00133,2026-04-25,318.63
USR00133,2026-04-24,280.35
USR00133,2026-04-23,313.72
USR00134,2026-05-22,22.66
USR00134,2026-05-21,17.34
USR00134,2026-05-20,20.67
USR00134,2026-05-19,26.71
USR00134,2026-05-18,25.24
USR00134,2026-05-17,26.38
USR00134,2026-05-16,26.54
USR00134,2026-05-15,24.87
USR00134,2026-05-14,22.25
USR00134,2026-05-13,20.88
USR00134,2026-05-12,25.97
USR00134,2026-05-11,23.45
USR00134,2026-05-10,29.11
USR00134,2026-05-09,22.45
USR00134,2026-05-08,27.9
USR00134,2026-05-07,22.94
USR00134,2026-05-06,26.42
USR00134,2026-05-05,27.26
USR00134,2026-05-04,20.92
USR00134,2026-05-03,22.17
USR00134,2026-05-02,20.89
USR00134,2026-05-01,20.44
USR00134,2026-04-30,24.86
USR00134,2026-04-29,22.84
USR00134,2026-04-28,23.42
USR00134,2026-04-27,24.6
USR00134,2026-04-26,18.97
USR00134,2026-04-25,26.3
USR00134,2026-04-24,22.49
USR00134,2026-04-23,24.54
USR00135,2026-05-22,20.48
USR00135,2026-05-21,17.83
USR00135,2026-05-20,14.19
USR00135,2026-05-19,18.12
USR00135,2026-05-18,18.38
USR00135,2026-05-17,16.15
USR00135,2026-05-16,18.28
USR00135,2026-05-15,17.36
USR00135,2026-05-14,15.6
USR00135,2026-05-13,19.22
USR00135,2026-05-12,17.0
USR00135,2026-05-11,17.28
USR00135,2026-05-10,17.18
USR00135,2026-05-09,20.24
USR00135,2026-05-08,17.94
USR00135,2026-05-07,18.16
USR00135,2026-05-06,17.22
USR00135,2026-05-05,18.85
USR00135,2026-05-04,20.45
USR00135,2026-05-03,19.18
USR00135,2026-05-02,19.25
USR00135,2026-05-01,19.11
USR00135,2026-04-30,15.53
USR00135,2026-04-29,16.44
USR00135,2026-04-28,17.65
USR00135,2026-04-27,16.71
USR00135,2026-04-26,16.1
USR00135,2026-04-25,14.64
USR00135,2026-04-24,15.59
USR00135,2026-04-23,17.55
USR00136,2026-05-22,412.23
USR00136,2026-05-21,451.27
USR00136,2026-05-20,428.32
USR00136,2026-05-19,496.57
USR00136,2026-05-18,440.5
USR00136,2026-05-17,478.92
USR00136,2026-05-16,456.84
USR00136,2026-05-15,384.96
USR00136,2026-05-14,443.68
USR00136,2026-05-13,392.42
USR00136,2026-05-12,442.9
USR00136,2026-05-11,414.38
USR00136,2026-05-10,464.84
USR00136,2026-05-09,387.64
USR00136,2026-05-08,448.4
USR00136,2026-05-07,473.37
USR00136,2026-05-06,488.38
USR00136,2026-05-05,413.53
USR00136,2026-05-04,448.53
USR00136,2026-05-03,455.98
USR00136,2026-05-02,517.01
USR00136,2026-05-01,381.41
USR00136,2026-04-30,406.95
USR00136,2026-04-29,573.31
USR00136,2026-04-28,435.51
USR00136,2026-04-27,363.07
USR00136,2026-04-26,421.66
USR00136,2026-04-25,323.77
USR00136,2026-04-24,458.53
USR00136,2026-04-23,484.0
USR00137,2026-05-22,34.09
USR00137,2026-05-21,39.08
USR00137,2026-05-20,29.52
USR00137,2026-05-19,31.05
USR00137,2026-05-18,34.96
USR00137,2026-05-17,33.09
USR00137,2026-05-16,34.73
USR00137,2026-05-15,31.26
USR00137,2026-05-14,36.54
USR00137,2026-05-13,35.24
USR00137,2026-05-12,37.74
USR00137,2026-05-11,36.49
USR00137,2026-05-10,36.52
USR00137,2026-05-09,30.6
USR00137,2026-05-08,37.54
USR00137,2026-05-07,34.59
USR00137,2026-05-06,35.18
USR00137,2026-05-05,39.53
USR00137,2026-05-04,33.2
USR00137,2026-05-03,40.61
USR00137,2026-05-02,40.95
USR00137,2026-05-01,38.47
USR00137,2026-04-30,32.27
USR00137,2026-04-29,27.96
USR00137,2026-04-28,39.64
USR00137,2026-04-27,36.18
USR00137,2026-04-26,33.11
USR00137,2026-04-25,39.98
USR00137,2026-04-24,32.7
USR00137,2026-04-23,34.26
USR00138,2026-05-22,64.0
USR00138,2026-05-21,71.23
USR00138,2026-05-20,79.86
USR00138,2026-05-19,73.54
USR00138,2026-05-18,81.0
USR00138,2026-05-17,80.18
USR00138,2026-05-16,72.08
USR00138,2026-05-15,55.19
USR00138,2026-05-14,64.06
USR00138,2026-05-13,77.52
USR00138,2026-05-12,60.86
USR00138,2026-05-11,69.67
USR00138,2026-05-10,74.46
USR00138,2026-05-09,82.6
USR00138,2026-05-08,67.88
USR00138,2026-05-07,67.39
USR00138,2026-05-06,71.64
USR00138,2026-05-05,74.55
USR00138,2026-05-04,70.91
USR00138,2026-05-03,79.58
USR00138,2026-05-02,66.26
USR00138,2026-05-01,72.89
USR00138,2026-04-30,75.23
USR00138,2026-04-29,69.14
USR00138,2026-04-28,78.07
USR00138,2026-04-27,73.09
USR00138,2026-04-26,77.7
USR00138,2026-04-25,73.42
USR00138,2026-04-24,74.73
USR00138,2026-04-23,67.47
USR00139,2026-05-22,269.63
USR00139,2026-05-21,255.48
USR00139,2026-05-20,215.65
USR00139,2026-05-19,244.56
USR00139,2026-05-18,183.2
USR00139,2026-05-17,226.43
USR00139,2026-05-16,263.3
USR00139,2026-05-15,237.21
USR00139,2026-05-14,243.05
USR00139,2026-05-13,167.76
USR00139,2026-05-12,230.8
USR00139,2026-05-11,248.34
USR00139,2026-05-10,251.4
USR00139,2026-05-09,263.34
USR00139,2026-05-08,235.17
USR00139,2026-05-07,236.24
USR00139,2026-05-06,208.22
USR00139,2026-05-05,235.31
USR00139,2026-05-04,209.91
USR00139,2026-05-03,195.83
USR00139,2026-05-02,214.15
USR00139,2026-05-01,276.46
USR00139,2026-04-30,233.72
USR00139,2026-04-29,245.5
USR00139,2026-04-28,227.88
USR00139,2026-04-27,197.21
USR00139,2026-04-26,262.71
USR00139,2026-04-25,188.04
USR00139,2026-04-24,226.89
USR00139,2026-04-23,238.91
USR00140,2026-05-22,20.03
USR00140,2026-05-21,17.63
USR00140,2026-05-20,19.87
USR00140,2026-05-19,19.98
USR00140,2026-05-18,19.93
USR00140,2026-05-17,23.7
USR00140,2026-05-16,18.98
USR00140,2026-05-15,22.25
USR00140,2026-05-14,21.94
USR00140,2026-05-13,23.68
USR00140,2026-05-12,21.31
USR00140,2026-05-11,23.31
USR00140,2026-05-10,21.23
USR00140,2026-05-09,22.54
USR00140,2026-05-08,18.35
USR00140,2026-05-07,15.9
USR00140,2026-05-06,22.42
USR00140,2026-05-05,22.53
USR00140,2026-05-04,22.63
USR00140,2026-05-03,20.47
USR00140,2026-05-02,24.82
USR00140,2026-05-01,20.61
USR00140,2026-04-30,22.51
USR00140,2026-04-29,22.89
USR00140,2026-04-28,25.31
USR00140,2026-04-27,20.92
USR00140,2026-04-26,20.19
USR00140,2026-04-25,18.36
USR00140,2026-04-24,24.95
USR00140,2026-04-23,22.51
USR00141,2026-05-22,27.76
USR00141,2026-05-21,21.85
USR00141,2026-05-20,18.41
USR00141,2026-05-19,20.75
USR00141,2026-05-18,19.1
USR00141,2026-05-17,20.32
USR00141,2026-05-16,20.31
USR00141,2026-05-15,19.92
USR00141,2026-05-14,18.21
USR00141,2026-05-13,24.53
USR00141,2026-05-12,21.8
USR00141,2026-05-11,20.69
USR00141,2026-05-10,22.77
USR00141,2026-05-09,22.16
USR00141,2026-05-08,21.75
USR00141,2026-05-07,22.61
USR00141,2026-05-06,21.45
USR00141,2026-05-05,22.58
USR00141,2026-05-04,22.76
USR00141,2026-05-03,21.51
USR00141,2026-05-02,20.7
USR00141,2026-05-01,24.4
USR00141,2026-04-30,20.15
USR00141,2026-04-29,21.99
USR00141,2026-04-28,22.04
USR00141,2026-04-27,19.87
USR00141,2026-04-26,19.45
USR00141,2026-04-25,20.41
USR00141,2026-04-24,20.12
USR00141,2026-04-23,18.08
USR00142,2026-05-22,22.97
USR00142,2026-05-21,25.21
USR00142,2026-05-20,23.62
USR00142,2026-05-19,16.56
USR00142,2026-05-18,23.81
USR00142,2026-05-17,21.13
USR00142,2026-05-16,23.39
USR00142,2026-05-15,22.34
USR00142,2026-05-14,21.94
USR00142,2026-05-13,22.15
USR00142,2026-05-12,22.33
USR00142,2026-05-11,25.38
USR00142,2026-05-10,22.33
USR00142,2026-05-09,24.8
USR00142,2026-05-08,24.48
USR00142,2026-05-07,23.87
USR00142,2026-05-06,18.38
USR00142,2026-05-05,24.87
USR00142,2026-05-04,21.35
USR00142,2026-05-03,23.98
USR00142,2026-05-02,20.2
USR00142,2026-05-01,19.72
USR00142,2026-04-30,26.8
USR00142,2026-04-29,20.23
USR00142,2026-04-28,24.94
USR00142,2026-04-27,22.64
USR00142,2026-04-26,21.44
USR00142,2026-04-25,22.28
USR00142,2026-04-24,19.46
USR00142,2026-04-23,22.34
USR00143,2026-05-22,46.42
USR00143,2026-05-21,52.8
USR00143,2026-05-20,49.55
USR00143,2026-05-19,41.16
USR00143,2026-05-18,52.44
USR00143,2026-05-17,48.29
USR00143,2026-05-16,45.71
USR00143,2026-05-15,51.93
USR00143,2026-05-14,47.52
USR00143,2026-05-13,42.69
USR00143,2026-05-12,57.26
USR00143,2026-05-11,48.24
USR00143,2026-05-10,47.93
USR00143,2026-05-09,46.37
USR00143,2026-05-08,54.03
USR00143,2026-05-07,45.79
USR00143,2026-05-06,40.86
USR00143,2026-05-05,45.05
USR00143,2026-05-04,54.74
USR00143,2026-05-03,52.35
USR00143,2026-05-02,47.09
USR00143,2026-05-01,54.96
USR00143,2026-04-30,51.94
USR00143,2026-04-29,47.04
USR00143,2026-04-28,47.52
USR00143,2026-04-27,49.92
USR00143,2026-04-26,44.31
USR00143,2026-04-25,48.35
USR00143,2026-04-24,49.82
USR00143,2026-04-23,40.17
USR00144,2026-05-22,27.73
USR00144,2026-05-21,31.54
USR00144,2026-05-20,23.32
USR00144,2026-05-19,27.51
USR00144,2026-05-18,27.22
USR00144,2026-05-17,31.34
USR00144,2026-05-16,28.47
USR00144,2026-05-15,33.73
USR00144,2026-05-14,30.49
USR00144,2026-05-13,27.42
USR00144,2026-05-12,29.28
USR00144,2026-05-11,27.58
USR00144,2026-05-10,31.05
USR00144,2026-05-09,24.79
USR00144,2026-05-08,26.24
USR00144,2026-05-07,29.9
USR00144,2026-05-06,32.1
USR00144,2026-05-05,22.3
USR00144,2026-05-04,32.53
USR00144,2026-05-03,28.2
USR00144,2026-05-02,23.21
USR00144,2026-05-01,20.01
USR00144,2026-04-30,24.22
USR00144,2026-04-29,28.54
USR00144,2026-04-28,28.41
USR00144,2026-04-27,30.41
USR00144,2026-04-26,27.02
USR00144,2026-04-25,25.43
USR00144,2026-04-24,27.42
USR00144,2026-04-23,28.69
USR00145,2026-05-22,164.75
USR00145,2026-05-21,194.99
USR00145,2026-05-20,167.75
USR00145,2026-05-19,163.31
USR00145,2026-05-18,169.16
USR00145,2026-05-17,198.09
USR00145,2026-05-16,176.49
USR00145,2026-05-15,166.44
USR00145,2026-05-14,195.43
USR00145,2026-05-13,217.19
USR00145,2026-05-12,182.61
USR00145,2026-05-11,200.93
USR00145,2026-05-10,197.39
USR00145,2026-05-09,168.03
USR00145,2026-05-08,179.34
USR00145,2026-05-07,155.92
USR00145,2026-05-06,175.2
USR00145,2026-05-05,167.66
USR00145,2026-05-04,171.66
USR00145,2026-05-03,165.45
USR00145,2026-05-02,173.73
USR00145,2026-05-01,188.38
USR00145,2026-04-30,176.72
USR00145,2026-04-29,145.52
USR00145,2026-04-28,165.52
USR00145,2026-04-27,151.69
USR00145,2026-04-26,183.23
USR00145,2026-04-25,187.86
USR00145,2026-04-24,183.45
USR00145,2026-04-23,164.78
USR00146,2026-05-22,164.88
USR00146,2026-05-21,153.32
USR00146,2026-05-20,185.85
USR00146,2026-05-19,187.17
USR00146,2026-05-18,189.43
USR00146,2026-05-17,162.49
USR00146,2026-05-16,193.42
USR00146,2026-05-15,164.47
USR00146,2026-05-14,184.32
USR00146,2026-05-13,164.17
USR00146,2026-05-12,169.14
USR00146,2026-05-11,131.12
USR00146,2026-05-10,167.79
USR00146,2026-05-09,174.59
USR00146,2026-05-08,165.92
USR00146,2026-05-07,203.4
USR00146,2026-05-06,152.9
USR00146,2026-05-05,163.26
USR00146,2026-05-04,157.36
USR00146,2026-05-03,163.26
USR00146,2026-05-02,190.86
USR00146,2026-05-01,198.59
USR00146,2026-04-30,160.89
USR00146,2026-04-29,160.51
USR00146,2026-04-28,152.99
USR00146,2026-04-27,195.61
USR00146,2026-04-26,192.41
USR00146,2026-04-25,171.18
USR00146,2026-04-24,148.86
USR00146,2026-04-23,150.41
USR00147,2026-05-22,9.25
USR00147,2026-05-21,6.96
USR00147,2026-05-20,8.49
USR00147,2026-05-19,10.19
USR00147,2026-05-18,8.58
USR00147,2026-05-17,10.07
USR00147,2026-05-16,9.34
USR00147,2026-05-15,7.82
USR00147,2026-05-14,8.51
USR00147,2026-05-13,8.65
USR00147,2026-05-12,7.93
USR00147,2026-05-11,7.92
USR00147,2026-05-10,10.09
USR00147,2026-05-09,7.91
USR00147,2026-05-08,9.71
USR00147,2026-05-07,8.38
USR00147,2026-05-06,8.74
USR00147,2026-05-05,9.26
USR00147,2026-05-04,8.24
USR00147,2026-05-03,9.27
USR00147,2026-05-02,6.97
USR00147,2026-05-01,9.15
USR00147,2026-04-30,6.6
USR00147,2026-04-29,8.57
USR00147,2026-04-28,9.52
USR00147,2026-04-27,9.31
USR00147,2026-04-26,7.63
USR00147,2026-04-25,7.74
USR00147,2026-04-24,8.16
USR00147,2026-04-23,8.93
USR00148,2026-05-22,30.63
USR00148,2026-05-21,31.62
USR00148,2026-05-20,29.8
USR00148,2026-05-19,32.28
USR00148,2026-05-18,31.36
USR00148,2026-05-17,29.01
USR00148,2026-05-16,24.73
USR00148,2026-05-15,31.08
USR00148,2026-05-14,27.75
USR00148,2026-05-13,28.9
USR00148,2026-05-12,32.14
USR00148,2026-05-11,35.02
USR00148,2026-05-10,30.55
USR00148,2026-05-09,32.37
USR00148,2026-05-08,26.24
USR00148,2026-05-07,31.42
USR00148,2026-05-06,30.49
USR00148,2026-05-05,34.44
USR00148,2026-05-04,29.01
USR00148,2026-05-03,29.93
USR00148,2026-05-02,33.92
USR00148,2026-05-01,30.39
USR00148,2026-04-30,27.27
USR00148,2026-04-29,38.5
USR00148,2026-04-28,27.36
USR00148,2026-04-27,30.47
USR00148,2026-04-26,31.73
USR00148,2026-04-25,31.49
USR00148,2026-04-24,30.09
USR00148,2026-04-23,30.1
USR00149,2026-05-22,404.04
USR00149,2026-05-21,552.58
USR00149,2026-05-20,444.78
USR00149,2026-05-19,481.94
USR00149,2026-05-18,439.57
USR00149,2026-05-17,438.65
USR00149,2026-05-16,434.08
USR00149,2026-05-15,384.3
USR00149,2026-05-14,447.48
USR00149,2026-05-13,436.28
USR00149,2026-05-12,508.07
USR00149,2026-05-11,400.36
USR00149,2026-05-10,428.54
USR00149,2026-05-09,413.93
USR00149,2026-05-08,520.39
USR00149,2026-05-07,415.25
USR00149,2026-05-06,480.36
USR00149,2026-05-05,498.91
USR00149,2026-05-04,448.14
USR00149,2026-05-03,392.17
USR00149,2026-05-02,392.75
USR00149,2026-05-01,493.89
USR00149,2026-04-30,397.46
USR00149,2026-04-29,472.62
USR00149,2026-04-28,459.99
USR00149,2026-04-27,471.94
USR00149,2026-04-26,476.24
USR00149,2026-04-25,412.33
USR00149,2026-04-24,410.42
USR00149,2026-04-23,487.3
USR00150,2026-05-22,30.68
USR00150,2026-05-21,45.07
USR00150,2026-05-20,37.94
USR00150,2026-05-19,44.3
USR00150,2026-05-18,48.22
USR00150,2026-05-17,42.39
USR00150,2026-05-16,46.54
USR00150,2026-05-15,42.97
USR00150,2026-05-14,49.04
USR00150,2026-05-13,37.83
USR00150,2026-05-12,42.29
USR00150,2026-05-11,45.17
USR00150,2026-05-10,41.52
USR00150,2026-05-09,47.2
USR00150,2026-05-08,40.5
USR00150,2026-05-07,51.08
USR00150,2026-05-06,51.31
USR00150,2026-05-05,43.52
USR00150,2026-05-04,44.66
USR00150,2026-05-03,47.37
USR00150,2026-05-02,37.3
USR00150,2026-05-01,36.77
USR00150,2026-04-30,47.64
USR00150,2026-04-29,43.48
USR00150,2026-04-28,41.37
USR00150,2026-04-27,42.37
USR00150,2026-04-26,32.23
USR00150,2026-04-25,41.52
USR00150,2026-04-24,39.14
USR00150,2026-04-23,46.21
USR00151,2026-05-22,44.61
USR00151,2026-05-21,43.85
USR00151,2026-05-20,35.87
USR00151,2026-05-19,44.67
USR00151,2026-05-18,44.84
USR00151,2026-05-17,47.43
USR00151,2026-05-16,51.12
USR00151,2026-05-15,35.04
USR00151,2026-05-14,40.54
USR00151,2026-05-13,39.05
USR00151,2026-05-12,42.91
USR00151,2026-05-11,42.24
USR00151,2026-05-10,41.19
USR00151,2026-05-09,46.52
USR00151,2026-05-08,37.54
USR00151,2026-05-07,37.79
USR00151,2026-05-06,37.86
USR00151,2026-05-05,40.66
USR00151,2026-05-04,37.0
USR00151,2026-05-03,41.98
USR00151,2026-05-02,41.48
USR00151,2026-05-01,38.86
USR00151,2026-04-30,45.87
USR00151,2026-04-29,41.93
USR00151,2026-04-28,46.66
USR00151,2026-04-27,41.36
USR00151,2026-04-26,42.08
USR00151,2026-04-25,39.81
USR00151,2026-04-24,42.15
USR00151,2026-04-23,45.19
USR00152,2026-05-22,23.53
USR00152,2026-05-21,20.55
USR00152,2026-05-20,24.06
USR00152,2026-05-19,21.07
USR00152,2026-05-18,24.27
USR00152,2026-05-17,22.5
USR00152,2026-05-16,25.77
USR00152,2026-05-15,19.79
USR00152,2026-05-14,19.06
USR00152,2026-05-13,20.99
USR00152,2026-05-12,19.27
USR00152,2026-05-11,19.27
USR00152,2026-05-10,23.76
USR00152,2026-05-09,22.36
USR00152,2026-05-08,21.29
USR00152,2026-05-07,21.5
USR00152,2026-05-06,21.03
USR00152,2026-05-05,26.06
USR00152,2026-05-04,20.72
USR00152,2026-05-03,19.41
USR00152,2026-05-02,24.15
USR00152,2026-05-01,21.88
USR00152,2026-04-30,26.93
USR00152,2026-04-29,21.19
USR00152,2026-04-28,24.26
USR00152,2026-04-27,24.79
USR00152,2026-04-26,21.2
USR00152,2026-04-25,20.7
USR00152,2026-04-24,24.02
USR00152,2026-04-23,23.65
USR00153,2026-05-22,9.43
USR00153,2026-05-21,7.93
USR00153,2026-05-20,11.26
USR00153,2026-05-19,10.35
USR00153,2026-05-18,10.45
USR00153,2026-05-17,8.83
USR00153,2026-05-16,9.46
USR00153,2026-05-15,10.12
USR00153,2026-05-14,9.91
USR00153,2026-05-13,10.75
USR00153,2026-05-12,11.24
USR00153,2026-05-11,13.04
USR00153,2026-05-10,10.6
USR00153,2026-05-09,11.81
USR00153,2026-05-08,9.74
USR00153,2026-05-07,8.85
USR00153,2026-05-06,10.25
USR00153,2026-05-05,8.93
USR00153,2026-05-04,10.64
USR00153,2026-05-03,9.8
USR00153,2026-05-02,8.55
USR00153,2026-05-01,12.47
USR00153,2026-04-30,10.05
USR00153,2026-04-29,8.88
USR00153,2026-04-28,11.58
USR00153,2026-04-27,9.85
USR00153,2026-04-26,11.78
USR00153,2026-04-25,9.85
USR00153,2026-04-24,10.05
USR00153,2026-04-23,10.99
USR00154,2026-05-22,441.65
USR00154,2026-05-21,406.45
USR00154,2026-05-20,431.81
USR00154,2026-05-19,440.71
USR00154,2026-05-18,418.35
USR00154,2026-05-17,404.28
USR00154,2026-05-16,350.85
USR00154,2026-05-15,434.7
USR00154,2026-05-14,411.86
USR00154,2026-05-13,393.16
USR00154,2026-05-12,462.53
USR00154,2026-05-11,351.57
USR00154,2026-05-10,477.55
USR00154,2026-05-09,409.21
USR00154,2026-05-08,423.15
USR00154,2026-05-07,393.93
USR00154,2026-05-06,341.76
USR00154,2026-05-05,404.4
USR00154,2026-05-04,423.86
USR00154,2026-05-03,437.86
USR00154,2026-05-02,402.01
USR00154,2026-05-01,320.21
USR00154,2026-04-30,346.9
USR00154,2026-04-29,494.29
USR00154,2026-04-28,365.32
USR00154,2026-04-27,468.65
USR00154,2026-04-26,371.82
USR00154,2026-04-25,402.64
USR00154,2026-04-24,435.77
USR00154,2026-04-23,376.49
USR00155,2026-05-22,12.77
USR00155,2026-05-21,13.26
USR00155,2026-05-20,12.33
USR00155,2026-05-19,13.51
USR00155,2026-05-18,14.67
USR00155,2026-05-17,12.51
USR00155,2026-05-16,14.86
USR00155,2026-05-15,11.9
USR00155,2026-05-14,13.64
USR00155,2026-05-13,13.29
USR00155,2026-05-12,11.32
USR00155,2026-05-11,12.94
USR00155,2026-05-10,12.68
USR00155,2026-05-09,11.59
USR00155,2026-05-08,13.13
USR00155,2026-05-07,12.86
USR00155,2026-05-06,12.58
USR00155,2026-05-05,12.59
USR00155,2026-05-04,12.56
USR00155,2026-05-03,12.21
USR00155,2026-05-02,12.85
USR00155,2026-05-01,11.86
