user_id,event_type,report_mode,task_id
USR00393,开盖,实时,EVT100393
USR00394,掉电,实时,EVT000394
USR00394,开盖,实时,EVT100394
USR00395,掉电,实时,EVT000395
USR00395,开盖,实时,EVT100395
USR00396,掉电,实时,EVT000396
USR00396,开盖,实时,EVT100396
USR00397,掉电,实时,EVT000397
USR00397,开盖,实时,EVT100397
USR00398,掉电,实时,EVT000398
USR00398,开盖,实时,EVT100398
USR00399,掉电,实时,EVT000399
USR00399,开盖,实时,EVT100399
USR00400,掉电,实时,EVT000400
USR00400,开盖,实时,EVT100400
USR00401,掉电,实时,EVT000401
USR00401,开盖,实时,EVT100401
USR00402,掉电,实时,EVT000402
USR00402,开盖,实时,EVT100402
USR00403,掉电,实时,EVT000403
USR00403,开盖,实时,EVT100403
USR00404,掉电,实时,EVT000404
USR00404,开盖,实时,EVT100404
USR00405,掉电,实时,EVT000405
USR00405,开盖,实时,EVT100405
USR00406,掉电,实时,EVT000406
USR00406,开盖,实时,EVT100406
USR00407,掉电,实时,EVT000407
USR00407,开盖,实时,EVT100407
USR00408,掉电,实时,EVT000408
USR00408,开盖,实时,EVT100408
USR00409,掉电,实时,EVT000409
USR00409,开盖,实时,EVT100409
USR00411,掉电,实时,EVT000411
USR00411,开盖,实时,EVT100411
USR00412,掉电,实时,EVT000412
USR00412,开盖,实时,EVT100412
USR00413,掉电,实时,EVT000413
USR00413,开盖,实时,EVT100413
USR00414,掉电,实时,EVT000414
USR00414,开盖,实时,EVT100414
USR00415,掉电,实时,EVT000415
USR00415,开盖,实时,EVT100415
USR00416,掉电,实时,EVT000416
USR00416,开盖,实时,EVT100416
USR00417,掉电,实时,EVT000417
USR00417,开盖,实时,EVT100417
USR00418,掉电,实时,EVT000418
USR00418,开盖,实时,EVT100418
USR00419,掉电,实时,EVT000419
USR00419,开盖,实时,EVT100419
USR00420,掉电,实时,EVT000420
USR00420,开盖,实时,EVT100420
USR00421,掉电,实时,EVT000421
USR00421,开盖,实时,EVT100421
USR00422,掉电,实时,EVT000422
USR00422,开盖,实时,EVT100422
USR00423,掉电,实时,EVT000423
USR00423,开盖,实时,EVT100423
USR00424,掉电,实时,EVT000424
USR00424,开盖,实时,EVT100424
USR00425,掉电,实时,EVT000425
USR00425,开盖,实时,EVT100425
USR00426,掉电,实时,EVT000426
USR00426,开盖,实时,EVT100426
USR00427,掉电,实时,EVT000427
USR00427,开盖,实时,EVT100427
USR00428,掉电,实时,EVT000428
USR00428,开盖,实时,EVT100428
USR00429,掉电,实时,EVT000429
USR00429,开盖,实时,EVT100429
USR00430,掉电,实时,EVT000430
USR00430,开盖,实时,EVT100430
USR00431,掉电,实时,EVT000431
USR00431,开盖,实时,EVT100431
USR00432,掉电,实时,EVT000432
USR00432,开盖,实时,EVT100432
USR00433,掉电,实时,EVT000433
USR00433,开盖,实时,EVT100433
USR00434,掉电,实时,EVT000434
USR00434,开盖,实时,EVT100434
USR00435,掉电,实时,EVT000435
USR00435,开盖,实时,EVT100435
USR00436,掉电,实时,EVT000436
USR00436,开盖,实时,EVT100436
USR00437,掉电,实时,EVT000437
USR00437,开盖,实时,EVT100437
USR00438,掉电,实时,EVT000438
USR00438,开盖,实时,EVT100438
USR00439,掉电,实时,EVT000439
USR00439,开盖,实时,EVT100439
USR00440,掉电,实时,EVT000440
USR00440,开盖,实时,EVT100440
USR00442,掉电,实时,EVT000442
USR00442,开盖,实时,EVT100442
USR00443,掉电,实时,EVT000443
USR00443,开盖,实时,EVT100443
USR00444,掉电,实时,EVT000444
USR00444,开盖,实时,EVT100444
USR00445,掉电,实时,EVT000445
USR00445,开盖,实时,EVT100445
USR00446,掉电,实时,EVT000446
USR00446,开盖,实时,EVT100446
USR00447,掉电,实时,EVT000447
USR00447,开盖,实时,EVT100447
USR00448,掉电,实时,EVT000448
USR00448,开盖,实时,EVT100448
USR00449,掉电,实时,EVT000449
USR00449,开盖,实时,EVT100449
USR00450,掉电,实时,EVT000450
USR00450,开盖,实时,EVT100450
USR00451,掉电,实时,EVT000451
USR00451,开盖,实时,EVT100451
USR00452,掉电,实时,EVT000452
USR00452,开盖,实时,EVT100452
USR00453,掉电,实时,EVT000453
USR00453,开盖,实时,EVT100453
USR00454,掉电,实时,EVT000454
USR00454,开盖,实时,EVT100454
USR00455,掉电,实时,EVT000455
USR00455,开盖,实时,EVT100455
USR00456,掉电,实时,EVT000456
USR00456,开盖,实时,EVT100456
USR00457,掉电,实时,EVT000457
USR00457,开盖,实时,EVT100457
USR00458,掉电,实时,EVT000458
USR00458,开盖,实时,EVT100458
USR00459,掉电,实时,EVT000459
USR00459,开盖,实时,EVT100459
USR00460,掉电,实时,EVT000460
USR00460,开盖,实时,EVT100460
USR00461,掉电,实时,EVT000461
USR00461,开盖,实时,EVT100461
USR00462,掉电,实时,EVT000462
USR00462,开盖,实时,EVT100462
USR00463,掉电,实时,EVT000463
USR00463,开盖,实时,EVT100463
USR00464,掉电,实时,EVT000464
USR00464,开盖,实时,EVT100464
USR00465,掉电,实时,EVT000465
USR00465,开盖,实时,EVT100465
USR00466,掉电,实时,EVT000466
USR00466,开盖,实时,EVT100466
USR00467,掉电,实时,EVT000467
USR00467,开盖,实时,EVT100467
USR00468,掉电,实时,EVT000468
USR00468,开盖,实时,EVT100468
USR00469,掉电,实时,EVT000469
USR00469,开盖,实时,EVT100469
USR00470,掉电,实时,EVT000470
USR00470,开盖,实时,EVT100470
USR00471,掉电,实时,EVT000471
USR00471,开盖,实时,EVT100471
USR00472,掉电,实时,EVT000472
USR00472,开盖,实时,EVT100472
USR00473,掉电,实时,EVT000473
USR00473,开盖,实时,EVT100473
USR00474,掉电,实时,EVT000474
USR00474,开盖,实时,EVT100474
USR00475,掉电,实时,EVT000475
USR00475,开盖,实时,EVT100475
USR00477,掉电,实时,EVT000477
USR00477,开盖,实时,EVT100477
USR00478,掉电,实时,EVT000478
USR00478,开盖,实时,EVT100478
USR00479,掉电,实时,EVT000479
USR00479,开盖,实时,EVT100479
USR00480,掉电,实时,EVT000480
USR00480,开盖,实时,EVT100480
USR00481,掉电,实时,EVT000481
USR00481,开盖,实时,EVT100481
USR00482,掉电,实时,EVT000482
USR00482,开盖,实时,EVT100482
USR00483,掉电,实时,EVT000483
USR00483,开盖,实时,EVT100483
USR00484,掉电,实时,EVT000484
USR00484,开盖,实时,EVT100484
USR00485,掉电,实时,EVT000485
USR00485,开盖,实时,EVT100485
USR00486,掉电,实时,EVT000486
USR00486,开盖,实时,EVT100486
USR00487,掉电,实时,EVT000487
USR00487,开盖,实时,EVT100487
USR00488,掉电,实时,EVT000488
USR00488,开盖,实时,EVT100488
USR00489,掉电,实时,EVT000489
USR00489,开盖,实时,EVT100489
USR00490,掉电,实时,EVT000490
USR00490,开盖,实时,EVT100490
USR00491,掉电,实时,EVT000491
USR00491,开盖,实时,EVT100491
USR00492,掉电,实时,EVT000492
USR00492,开盖,实时,EVT100492
USR00493,掉电,实时,EVT000493
USR00493,开盖,实时,EVT100493
USR00494,掉电,实时,EVT000494
USR00494,开盖,实时,EVT100494
USR00495,掉电,实时,EVT000495
USR00495,开盖,实时,EVT100495
USR00496,掉电,实时,EVT000496
USR00496,开盖,实时,EVT100496
USR00497,掉电,实时,EVT000497
USR00497,开盖,实时,EVT100497
USR00498,掉电,实时,EVT000498
USR00498,开盖,实时,EVT100498
USR00499,掉电,实时,EVT000499
USR00499,开盖,实时,EVT100499
USR00500,掉电,实时,EVT000500
USR00500,开盖,实时,EVT100500
